payment_id,ride_id,customer_id,amount,payment_method,payment_status
2240,2240,6,53.28,cash,pending
2241,2241,3,30.08,cash,pending
2242,2242,9,50.64,credit_card,failed
2243,2243,2,12.51,cash,failed
2244,2244,34,38.47,cash,pending
2245,2245,33,54.0,paypal,completed
2246,2246,6,24.42,paypal,pending
2247,2247,23,22.59,paypal,failed
2248,2248,6,42.9,cash,completed
2249,2249,40,58.33,credit_card,pending
2250,2250,38,15.88,cash,completed
2251,2251,8,32.58,credit_card,failed
2252,2252,16,24.7,cash,completed
2253,2253,35,29.78,paypal,pending
2254,2254,9,25.37,cash,pending
2255,2255,21,22.26,paypal,completed
2256,2256,25,10.37,cash,failed
2257,2257,44,13.0,cash,failed
2258,2258,3,35.87,paypal,completed
2259,2259,17,24.45,credit_card,completed
2260,2260,45,11.58,cash,failed
2261,2261,50,28.18,cash,pending
2262,2262,25,41.88,paypal,failed
2263,2263,44,33.37,cash,completed
2264,2264,41,42.89,credit_card,failed
2265,2265,34,26.26,credit_card,failed
2266,2266,14,47.93,credit_card,failed
2267,2267,2,57.23,paypal,failed
2268,2268,8,13.11,paypal,completed
2269,2269,7,42.45,credit_card,failed
2270,2270,50,35.82,paypal,completed
2271,2271,19,45.35,cash,pending
2272,2272,28,32.11,credit_card,completed
2273,2273,15,29.34,paypal,pending
2274,2274,31,38.26,paypal,pending
2275,2275,13,31.97,cash,failed
2276,2276,47,30.55,credit_card,pending
2277,2277,14,44.75,credit_card,pending
2278,2278,32,33.98,credit_card,completed
2279,2279,35,43.57,paypal,completed
2280,2280,42,10.03,cash,pending
2281,2281,47,28.28,cash,completed
2282,2282,36,21.46,credit_card,completed
2283,2283,7,24.49,paypal,failed
2284,2284,15,31.03,cash,completed
2285,2285,14,32.3,paypal,pending
2286,2286,31,19.09,credit_card,pending
2287,2287,11,47.19,paypal,completed
2288,2288,18,31.56,paypal,pending
2289,2289,32,11.91,cash,completed
2290,2290,22,59.94,cash,pending
2291,2291,20,53.68,credit_card,pending
2292,2292,5,47.92,paypal,failed
2293,2293,20,51.95,cash,pending
2294,2294,15,12.81,credit_card,completed
2295,2295,42,37.96,paypal,completed
2296,2296,18,37.92,cash,failed
2297,2297,39,15.1,credit_card,failed
2298,2298,13,23.37,cash,completed
2299,2299,49,49.35,paypal,failed
2300,2300,43,34.43,credit_card,pending
2301,2301,3,37.26,paypal,completed
2302,2302,35,15.21,cash,failed
2303,2303,23,42.86,credit_card,pending
2304,2304,48,53.09,credit_card,completed
2305,2305,22,49.11,credit_card,failed
2306,2306,20,30.58,cash,failed
2307,2307,44,12.43,cash,completed
2308,2308,19,12.29,paypal,failed
2309,2309,45,13.07,cash,completed
2310,2310,29,44.92,cash,completed
2311,2311,22,46.3,paypal,pending
2312,2312,28,37.2,cash,pending
2313,2313,40,43.62,cash,failed
2314,2314,2,37.24,credit_card,failed
2315,2315,4,42.32,paypal,completed
2316,2316,7,28.64,credit_card,completed
2317,2317,46,42.61,cash,failed
2318,2318,3,19.95,cash,completed
2319,2319,36,28.24,credit_card,failed
2320,2320,28,51.93,cash,completed
2321,2321,32,54.74,paypal,failed
2322,2322,17,41.46,credit_card,pending
2323,2323,20,41.99,cash,failed
2324,2324,6,35.35,cash,completed
2325,2325,12,31.33,cash,completed
2326,2326,21,47.71,credit_card,completed
2327,2327,31,16.3,paypal,pending
2328,2328,20,22.47,cash,completed
2329,2329,2,51.94,cash,pending
2330,2330,34,38.54,credit_card,completed
2331,2331,39,38.34,paypal,failed
2332,2332,20,47.16,cash,failed
2333,2333,18,49.24,cash,failed
2334,2334,46,11.78,credit_card,pending
2335,2335,30,53.94,cash,completed
2336,2336,3,38.45,cash,completed
2337,2337,37,21.7,paypal,failed
2338,2338,25,15.67,credit_card,pending
2339,2339,42,57.67,cash,failed
2340,2340,24,27.99,cash,pending
2341,2341,44,50.86,paypal,completed
2342,2342,29,21.34,credit_card,completed
2343,2343,31,15.99,credit_card,failed
2344,2344,33,13.11,cash,completed
2345,2345,34,19.29,credit_card,failed
2346,2346,21,48.41,paypal,pending
2347,2347,2,39.87,paypal,pending
2348,2348,3,37.79,paypal,pending
2349,2349,28,43.24,cash,failed
2350,2350,32,37.56,credit_card,completed
2351,2351,20,52.23,credit_card,failed
2352,2352,10,40.7,paypal,failed
2353,2353,45,29.83,cash,failed
2354,2354,45,55.04,cash,pending
2355,2355,15,10.83,credit_card,pending
2356,2356,49,45.46,cash,completed
2357,2357,35,35.14,paypal,failed
2358,2358,34,35.37,credit_card,completed
2359,2359,28,55.29,credit_card,completed
2360,2360,44,40.89,paypal,pending
2361,2361,2,34.19,cash,failed
2362,2362,24,14.61,cash,pending
2363,2363,34,14.49,paypal,failed
2364,2364,16,44.85,cash,completed
2365,2365,3,55.52,paypal,pending
2366,2366,18,47.8,paypal,pending
2367,2367,2,30.05,credit_card,completed
2368,2368,7,30.59,credit_card,completed
2369,2369,30,22.27,credit_card,failed
2370,2370,32,12.18,credit_card,pending
2371,2371,6,22.29,cash,completed
2372,2372,42,39.81,cash,completed
2373,2373,1,47.51,paypal,completed
2374,2374,2,17.36,cash,completed
2375,2375,41,13.58,paypal,pending
2376,2376,39,57.78,credit_card,pending
2377,2377,25,23.91,cash,completed
2378,2378,4,47.36,paypal,pending
2379,2379,5,57.03,paypal,completed
2380,2380,30,47.06,cash,completed
2381,2381,42,52.42,paypal,failed
2382,2382,48,42.78,cash,pending
2383,2383,8,37.57,cash,completed
2384,2384,38,37.73,paypal,failed
2385,2385,3,17.35,cash,completed
2386,2386,47,55.27,paypal,pending
2387,2387,4,40.72,credit_card,completed
2388,2388,45,46.63,credit_card,failed
2389,2389,18,38.85,credit_card,pending
2390,2390,7,11.11,credit_card,pending
2391,2391,49,42.97,paypal,failed
2392,2392,15,56.92,cash,failed
2393,2393,36,24.82,paypal,failed
2394,2394,30,48.43,cash,completed
2395,2395,12,47.65,cash,failed
2396,2396,42,34.34,cash,pending
2397,2397,18,49.76,cash,completed
2398,2398,48,52.56,paypal,pending
2399,2399,1,37.89,cash,failed
2400,2400,22,48.57,credit_card,completed
2401,2401,48,17.37,paypal,failed
2402,2402,42,32.2,credit_card,pending
2403,2403,39,40.34,cash,completed
2404,2404,14,16.03,paypal,pending
2405,2405,40,36.47,cash,pending
2406,2406,33,36.1,paypal,completed
2407,2407,8,31.64,cash,pending
2408,2408,47,53.28,credit_card,failed
2409,2409,14,55.52,credit_card,completed
2410,2410,26,25.23,credit_card,pending
2411,2411,39,21.84,credit_card,failed
2412,2412,15,30.1,cash,pending
2413,2413,24,16.42,cash,pending
2414,2414,20,41.98,paypal,pending
2415,2415,14,32.18,credit_card,failed
2416,2416,26,44.34,cash,completed
2417,2417,2,41.22,cash,completed
2418,2418,41,44.95,cash,failed
2419,2419,31,15.44,cash,completed
2420,2420,4,28.73,paypal,pending
2421,2421,39,23.28,credit_card,completed
2422,2422,39,55.54,credit_card,failed
2423,2423,30,30.53,cash,completed
2424,2424,34,10.72,credit_card,completed
2425,2425,2,18.0,credit_card,failed
2426,2426,37,19.92,credit_card,completed
2427,2427,3,40.53,credit_card,completed
2428,2428,6,51.23,credit_card,completed
2429,2429,32,48.95,cash,completed
2430,2430,22,30.86,credit_card,completed
2431,2431,27,58.29,credit_card,completed
2432,2432,49,44.94,paypal,completed
2433,2433,38,32.17,paypal,failed
2434,2434,40,29.15,paypal,completed
2435,2435,22,51.38,credit_card,completed
2436,2436,27,13.14,credit_card,pending
2437,2437,22,31.23,paypal,pending
2438,2438,36,27.74,cash,failed
2439,2439,13,56.8,paypal,failed
2440,2440,20,34.45,paypal,failed
2441,2441,11,17.59,cash,failed
2442,2442,28,55.19,credit_card,pending
2443,2443,40,44.91,credit_card,failed
2444,2444,31,26.88,cash,failed
2445,2445,49,31.56,credit_card,pending
2446,2446,23,41.34,paypal,pending
2447,2447,21,26.66,credit_card,completed
2448,2448,29,16.29,cash,failed
2449,2449,47,43.39,paypal,pending
2450,2450,13,16.43,cash,pending
2451,2451,1,36.24,cash,failed
2452,2452,13,30.04,credit_card,pending
2453,2453,34,14.17,cash,pending
2454,2454,45,22.64,cash,failed
2455,2455,26,24.59,paypal,completed
2456,2456,11,17.1,credit_card,failed
2457,2457,49,21.19,paypal,failed
2458,2458,3,10.97,credit_card,completed
2459,2459,27,21.29,paypal,failed
2460,2460,39,12.97,paypal,pending
2461,2461,25,53.88,credit_card,failed
2462,2462,20,45.63,cash,failed
2463,2463,3,40.52,cash,completed
2464,2464,33,57.22,paypal,failed
2465,2465,45,16.56,cash,pending
2466,2466,25,32.24,cash,failed
2467,2467,42,29.68,paypal,failed
2468,2468,7,34.43,paypal,pending
2469,2469,6,16.12,paypal,pending
2470,2470,48,43.45,paypal,failed
2471,2471,23,16.08,paypal,failed
2472,2472,26,26.32,paypal,completed
2473,2473,23,55.27,credit_card,pending
2474,2474,33,31.0,credit_card,completed
2475,2475,6,37.22,paypal,completed
2476,2476,34,22.76,paypal,completed
2477,2477,30,44.79,paypal,pending
2478,2478,49,27.49,paypal,failed
2479,2479,28,23.42,cash,pending
2480,2480,6,28.96,cash,pending
2481,2481,31,16.7,credit_card,completed
2482,2482,31,22.96,paypal,pending
2483,2483,20,25.6,paypal,pending
2484,2484,2,19.03,paypal,pending
2485,2485,12,26.92,credit_card,failed
2486,2486,21,25.6,credit_card,completed
2487,2487,41,36.54,credit_card,pending
2488,2488,34,56.76,paypal,pending
2489,2489,36,38.49,cash,failed
2490,2490,14,52.84,paypal,completed
2491,2491,28,15.28,credit_card,failed
2492,2492,2,48.22,credit_card,failed
2493,2493,37,27.7,paypal,completed
2494,2494,2,53.78,paypal,pending
2495,2495,32,57.89,cash,pending
2496,2496,47,20.83,paypal,pending
2497,2497,26,21.29,credit_card,failed
2498,2498,29,34.84,cash,pending
2499,2499,35,28.23,cash,failed
2500,2500,41,24.16,cash,pending
2501,2501,37,38.36,paypal,pending
2502,2502,7,15.62,credit_card,completed
2503,2503,15,13.75,cash,completed
2504,2504,25,14.08,cash,pending
2505,2505,5,59.71,paypal,failed
2506,2506,7,13.1,credit_card,completed
2507,2507,35,44.37,paypal,pending
2508,2508,34,47.56,credit_card,completed
2509,2509,50,48.99,cash,pending
2510,2510,14,56.0,cash,failed
2511,2511,4,42.14,credit_card,failed
2512,2512,47,56.92,credit_card,failed
2513,2513,44,39.1,paypal,failed
2514,2514,12,52.91,paypal,pending
2515,2515,5,23.87,credit_card,pending
2516,2516,6,20.58,paypal,failed
2517,2517,23,55.37,cash,completed
2518,2518,14,34.32,paypal,failed
2519,2519,29,31.55,paypal,failed
2520,2520,41,22.24,paypal,failed
2521,2521,14,12.24,credit_card,completed
2522,2522,42,23.54,credit_card,pending
2523,2523,23,15.18,cash,failed
2524,2524,50,30.57,cash,pending
2525,2525,38,16.97,paypal,failed
2526,2526,7,22.85,credit_card,pending
2527,2527,23,22.03,paypal,completed
2528,2528,24,59.46,cash,failed
2529,2529,50,55.49,credit_card,pending
2530,2530,33,10.46,credit_card,failed
2531,2531,29,35.78,cash,failed
2532,2532,17,58.23,cash,pending
2533,2533,18,48.75,credit_card,pending
2534,2534,25,55.65,credit_card,completed
2535,2535,12,58.55,paypal,pending
2536,2536,48,32.13,cash,failed
2537,2537,21,21.23,paypal,completed
2538,2538,44,56.04,credit_card,failed
2539,2539,31,31.97,cash,completed
2540,2540,29,13.79,paypal,failed
2541,2541,43,31.86,cash,pending
2542,2542,46,18.2,paypal,pending
2543,2543,43,36.48,cash,completed
2544,2544,20,38.53,credit_card,pending
2545,2545,35,32.29,credit_card,failed
2546,2546,30,19.02,credit_card,completed
2547,2547,6,24.59,credit_card,pending
2548,2548,27,13.23,paypal,completed
2549,2549,10,16.43,cash,pending
2550,2550,16,29.97,paypal,completed
2551,2551,1,46.97,paypal,failed
2552,2552,32,33.48,cash,failed
2553,2553,9,49.65,credit_card,pending
2554,2554,46,19.77,cash,pending
2555,2555,19,47.54,paypal,completed
2556,2556,46,38.21,paypal,failed
2557,2557,23,49.59,paypal,pending
2558,2558,13,45.8,paypal,failed
2559,2559,35,16.61,credit_card,pending
2560,2560,29,37.78,cash,failed
2561,2561,43,34.64,cash,failed
2562,2562,16,30.03,paypal,pending
2563,2563,15,17.42,cash,completed
2564,2564,10,20.72,paypal,pending
2565,2565,31,56.42,paypal,failed
2566,2566,21,18.69,cash,failed
2567,2567,26,10.9,cash,pending
2568,2568,24,18.29,cash,pending
2569,2569,44,20.49,cash,pending
2570,2570,43,35.87,cash,completed
2571,2571,2,45.21,credit_card,failed
2572,2572,47,11.36,cash,failed
2573,2573,34,33.79,credit_card,pending
2574,2574,1,20.93,paypal,completed
2575,2575,36,57.71,cash,failed
2576,2576,47,33.48,cash,failed
2577,2577,43,21.96,paypal,failed
2578,2578,46,18.44,paypal,completed
2579,2579,13,11.2,paypal,failed
2580,2580,32,19.19,cash,pending
2581,2581,1,12.04,paypal,pending
2582,2582,50,48.83,paypal,completed
2583,2583,36,58.11,cash,failed
2584,2584,45,23.98,paypal,pending
2585,2585,4,26.5,cash,pending
2586,2586,22,29.28,cash,pending
2587,2587,22,28.48,credit_card,pending
2588,2588,35,41.26,cash,completed
2589,2589,46,34.99,credit_card,pending
2590,2590,36,20.22,paypal,pending
2591,2591,35,27.55,paypal,pending
2592,2592,35,30.56,cash,completed
2593,2593,3,43.12,paypal,pending
2594,2594,23,55.24,credit_card,completed
2595,2595,27,37.46,cash,failed
2596,2596,8,41.56,cash,failed
2597,2597,16,43.77,paypal,pending
2598,2598,2,39.2,paypal,failed
2599,2599,20,42.39,paypal,failed
2600,2600,26,17.11,credit_card,completed
2601,2601,17,45.56,paypal,failed
2602,2602,21,33.56,credit_card,failed
2603,2603,22,33.37,cash,pending
2604,2604,34,13.63,credit_card,failed
2605,2605,37,27.61,cash,failed
2606,2606,50,44.75,credit_card,completed
2607,2607,37,44.76,credit_card,failed
2608,2608,14,51.55,cash,completed
2609,2609,32,18.86,cash,completed
2610,2610,13,59.79,credit_card,pending
2611,2611,5,10.55,credit_card,failed
2612,2612,1,51.02,paypal,failed
2613,2613,40,18.8,cash,pending
2614,2614,44,52.47,cash,completed
2615,2615,11,26.59,cash,pending
2616,2616,32,17.79,paypal,completed
2617,2617,31,39.89,credit_card,completed
2618,2618,22,37.49,credit_card,pending
2619,2619,14,31.35,credit_card,pending
2620,2620,5,50.32,cash,failed
2621,2621,26,43.25,cash,completed
2622,2622,16,46.13,credit_card,completed
2623,2623,10,53.84,credit_card,pending
2624,2624,7,18.29,credit_card,pending
2625,2625,31,11.79,credit_card,failed
2626,2626,36,15.87,cash,failed
2627,2627,47,56.45,paypal,failed
2628,2628,41,27.75,credit_card,failed
2629,2629,22,22.73,cash,completed
2630,2630,19,44.21,paypal,completed
2631,2631,24,17.76,cash,pending
2632,2632,10,16.81,paypal,pending
2633,2633,18,40.86,credit_card,failed
2634,2634,40,17.7,credit_card,completed
2635,2635,48,56.46,cash,failed
2636,2636,15,33.56,cash,failed
2637,2637,20,45.13,credit_card,completed
2638,2638,2,23.33,paypal,pending
2639,2639,33,57.47,cash,failed
2640,2640,35,15.33,paypal,failed
2641,2641,46,58.72,credit_card,pending
2642,2642,38,28.19,cash,pending
2643,2643,44,59.48,credit_card,pending
2644,2644,49,45.01,credit_card,completed
2645,2645,12,24.92,credit_card,failed
2646,2646,22,54.25,credit_card,completed
2647,2647,18,50.24,cash,failed
2648,2648,11,53.64,cash,failed
2649,2649,5,26.1,credit_card,failed
2650,2650,11,32.97,cash,pending
2651,2651,20,21.03,paypal,failed
2652,2652,43,52.0,paypal,completed
2653,2653,44,37.08,cash,completed
2654,2654,16,30.08,credit_card,completed
2655,2655,36,15.33,credit_card,failed
2656,2656,5,39.38,credit_card,pending
2657,2657,19,41.7,paypal,completed
2658,2658,32,34.39,cash,failed
2659,2659,2,33.66,paypal,failed
2660,2660,29,49.93,credit_card,completed
2661,2661,39,34.74,paypal,completed
2662,2662,50,44.2,paypal,pending
2663,2663,30,19.59,paypal,completed
2664,2664,33,30.81,credit_card,completed
2665,2665,42,24.88,paypal,completed
2666,2666,42,23.21,cash,completed
2667,2667,48,24.18,credit_card,completed
2668,2668,1,41.54,credit_card,failed
2669,2669,1,45.61,paypal,pending
2670,2670,1,38.42,cash,completed
2671,2671,21,25.71,credit_card,pending
2672,2672,37,28.59,paypal,completed
2673,2673,46,41.27,credit_card,completed
2674,2674,24,45.07,paypal,pending
2675,2675,15,44.34,credit_card,failed
2676,2676,44,53.35,cash,completed
2677,2677,45,27.38,paypal,completed
2678,2678,36,34.72,credit_card,completed
2679,2679,49,38.22,paypal,pending
2680,2680,37,47.15,credit_card,pending
2681,2681,37,42.1,cash,failed
2682,2682,36,18.2,credit_card,pending
2683,2683,32,15.1,credit_card,completed
2684,2684,39,35.84,cash,failed
2685,2685,32,35.01,cash,failed
2686,2686,44,52.21,paypal,completed
2687,2687,41,45.63,credit_card,failed
2688,2688,45,11.62,credit_card,completed
2689,2689,8,17.64,cash,pending
2690,2690,24,13.37,cash,failed
2691,2691,29,37.02,cash,pending
2692,2692,3,50.23,cash,completed
2693,2693,16,52.51,credit_card,completed
2694,2694,35,18.41,paypal,failed
2695,2695,41,33.27,cash,completed
2696,2696,3,29.66,credit_card,failed
2697,2697,48,43.19,credit_card,failed
2698,2698,28,52.25,paypal,pending
2699,2699,11,14.21,credit_card,failed
2700,2700,43,43.88,credit_card,completed
2701,2701,17,37.41,credit_card,completed
2702,2702,19,58.63,cash,completed
2703,2703,9,24.39,credit_card,pending
2704,2704,26,48.13,credit_card,pending
2705,2705,25,33.49,cash,completed
2706,2706,31,19.02,paypal,failed
2707,2707,1,32.19,paypal,pending
2708,2708,9,14.82,paypal,completed
2709,2709,9,55.5,credit_card,failed
2710,2710,49,15.43,paypal,pending
2711,2711,38,58.69,cash,failed
2712,2712,28,52.44,paypal,pending
2713,2713,36,58.71,paypal,pending
2714,2714,10,46.64,cash,completed
2715,2715,49,34.55,credit_card,completed
2716,2716,46,44.31,cash,pending
2717,2717,12,42.94,cash,completed
2718,2718,5,56.18,paypal,completed
2719,2719,20,44.95,paypal,pending
2720,2720,26,27.25,paypal,pending
2721,2721,35,44.15,paypal,completed
2722,2722,14,49.56,credit_card,pending
2723,2723,36,51.09,paypal,completed
2724,2724,7,52.5,credit_card,completed
2725,2725,46,16.9,cash,failed
2726,2726,35,49.42,credit_card,failed
2727,2727,45,33.22,cash,completed
2728,2728,27,30.66,credit_card,completed
2729,2729,31,14.2,paypal,completed
2730,2730,44,51.63,credit_card,failed
2731,2731,1,17.27,cash,completed
2732,2732,47,41.76,paypal,failed
2733,2733,25,21.82,paypal,completed
2734,2734,6,39.11,cash,failed
2735,2735,5,29.87,cash,pending
2736,2736,44,36.16,cash,failed
2737,2737,43,37.09,cash,pending
2738,2738,8,43.33,cash,completed
2739,2739,49,58.74,credit_card,failed
2740,2740,50,31.32,credit_card,completed
2741,2741,38,35.13,cash,pending
2742,2742,31,38.09,paypal,failed
2743,2743,2,36.63,cash,pending
2744,2744,24,55.09,cash,failed
2745,2745,48,46.21,cash,pending
2746,2746,19,20.17,paypal,completed
2747,2747,49,14.68,paypal,pending
2748,2748,3,12.19,credit_card,failed
2749,2749,17,22.74,credit_card,completed
2750,2750,5,41.05,cash,pending
2751,2751,9,58.07,cash,failed
2752,2752,44,10.56,cash,pending
2753,2753,27,33.26,credit_card,completed
2754,2754,43,49.19,paypal,failed
2755,2755,47,24.66,cash,completed
2756,2756,7,36.9,paypal,failed
2757,2757,25,59.38,credit_card,pending
2758,2758,26,50.97,paypal,failed
2759,2759,2,51.04,cash,completed
2760,2760,23,57.37,credit_card,completed
2761,2761,33,16.46,paypal,completed
2762,2762,17,12.69,paypal,completed
2763,2763,29,11.43,cash,pending
2764,2764,27,20.22,paypal,failed
2765,2765,39,27.18,cash,pending
2766,2766,7,35.93,paypal,pending
2767,2767,10,36.28,credit_card,pending
2768,2768,50,21.7,cash,failed
2769,2769,29,21.62,paypal,pending
2770,2770,8,14.81,paypal,pending
2771,2771,21,29.16,paypal,completed
2772,2772,24,51.2,cash,failed
2773,2773,16,54.18,paypal,failed
2774,2774,33,10.89,credit_card,pending
2775,2775,8,13.53,paypal,completed
2776,2776,4,30.4,cash,completed
2777,2777,12,34.91,paypal,failed
2778,2778,23,48.58,cash,completed
2779,2779,14,26.33,credit_card,completed
2780,2780,50,10.05,cash,completed
2781,2781,21,55.32,credit_card,failed
2782,2782,1,59.45,cash,completed
2783,2783,34,52.12,credit_card,failed
2784,2784,25,45.52,paypal,pending
2785,2785,14,19.79,paypal,completed
2786,2786,32,31.12,cash,completed
2787,2787,23,33.1,cash,failed
2788,2788,30,58.04,cash,pending
2789,2789,33,51.27,paypal,pending
2790,2790,50,36.04,credit_card,completed
2791,2791,11,39.07,paypal,failed
2792,2792,32,45.66,credit_card,completed
2793,2793,7,41.75,credit_card,completed
2794,2794,21,58.23,credit_card,pending
2795,2795,8,42.67,cash,completed
2796,2796,13,59.48,paypal,pending
2797,2797,35,16.95,paypal,pending
2798,2798,27,19.72,credit_card,completed
2799,2799,31,47.84,credit_card,completed
2800,2800,35,25.94,credit_card,failed
2801,2801,19,27.19,paypal,pending
2802,2802,31,28.93,paypal,failed
2803,2803,17,48.81,credit_card,failed
2804,2804,26,59.89,paypal,pending
2805,2805,33,26.96,paypal,failed
2806,2806,10,13.64,paypal,pending
2807,2807,11,47.74,credit_card,pending
2808,2808,34,17.97,cash,failed
2809,2809,38,22.6,paypal,completed
2810,2810,34,27.77,paypal,pending
2811,2811,35,43.98,credit_card,completed
2812,2812,8,32.78,paypal,completed
2813,2813,36,21.68,cash,failed
2814,2814,7,42.01,credit_card,pending
2815,2815,47,51.51,credit_card,completed
2816,2816,33,53.47,paypal,pending
2817,2817,4,57.66,cash,pending
2818,2818,27,17.67,paypal,pending
2819,2819,46,18.07,paypal,completed
2820,2820,8,14.98,cash,pending
2821,2821,31,28.41,credit_card,completed
2822,2822,39,43.03,paypal,failed
2823,2823,43,42.76,cash,failed
2824,2824,35,36.0,credit_card,failed
2825,2825,33,59.92,credit_card,completed
2826,2826,15,12.27,cash,completed
2827,2827,49,44.37,paypal,failed
2828,2828,46,34.71,paypal,failed
2829,2829,1,23.18,paypal,pending
2830,2830,33,54.62,paypal,pending
2831,2831,25,33.29,cash,completed
2832,2832,43,18.21,paypal,completed
2833,2833,7,10.18,credit_card,pending
2834,2834,35,14.96,credit_card,completed
2835,2835,10,33.07,cash,completed
2836,2836,49,14.85,paypal,completed
2837,2837,16,12.56,credit_card,completed
2838,2838,4,57.21,paypal,completed
2839,2839,20,16.21,cash,pending
2840,2840,49,40.95,credit_card,pending
2841,2841,41,12.75,paypal,pending
2842,2842,49,17.31,paypal,failed
2843,2843,26,42.12,credit_card,failed
2844,2844,10,46.64,paypal,completed
2845,2845,42,53.34,paypal,failed
2846,2846,24,40.38,credit_card,failed
2847,2847,47,40.04,cash,pending
2848,2848,35,57.26,cash,completed
2849,2849,44,31.99,paypal,pending
2850,2850,5,12.74,credit_card,failed
2851,2851,38,51.88,cash,failed
2852,2852,10,25.78,credit_card,pending
2853,2853,23,18.46,credit_card,completed
2854,2854,24,18.94,cash,pending
2855,2855,17,24.12,credit_card,completed
2856,2856,9,57.29,paypal,pending
2857,2857,40,53.92,credit_card,pending
2858,2858,13,18.88,credit_card,failed
2859,2859,23,54.86,credit_card,failed
2860,2860,49,31.08,credit_card,failed
2861,2861,18,38.85,credit_card,completed
2862,2862,18,10.94,cash,completed
2863,2863,8,21.5,paypal,pending
2864,2864,46,22.42,paypal,completed
2865,2865,31,39.26,credit_card,failed
2866,2866,28,12.36,paypal,failed
2867,2867,8,52.21,paypal,completed
2868,2868,28,16.77,paypal,pending
2869,2869,50,29.27,cash,failed
2870,2870,33,58.78,credit_card,pending
2871,2871,47,53.97,paypal,completed
2872,2872,49,58.0,credit_card,completed
2873,2873,24,47.17,paypal,pending
2874,2874,3,59.61,paypal,completed
2875,2875,31,26.31,paypal,pending
2876,2876,19,56.65,cash,pending
2877,2877,28,54.46,cash,pending
2878,2878,33,33.36,cash,pending
2879,2879,4,59.83,cash,failed
2880,2880,47,46.17,credit_card,pending
2881,2881,31,25.4,paypal,failed
2882,2882,44,41.1,credit_card,completed
2883,2883,48,50.6,cash,completed
2884,2884,9,20.47,credit_card,pending
2885,2885,27,23.34,paypal,completed
2886,2886,19,51.56,cash,pending
2887,2887,15,51.62,credit_card,failed
2888,2888,14,46.63,paypal,failed
2889,2889,44,10.51,cash,failed
2890,2890,36,19.18,credit_card,failed
2891,2891,37,50.35,paypal,failed
2892,2892,44,47.14,paypal,completed
2893,2893,10,19.16,credit_card,failed
2894,2894,12,55.41,cash,completed
2895,2895,22,24.33,paypal,failed
2896,2896,46,58.8,credit_card,failed
2897,2897,1,15.25,paypal,completed
2898,2898,2,32.83,cash,failed
2899,2899,3,41.03,cash,failed
2900,2900,40,11.7,paypal,pending
2901,2901,33,59.16,cash,failed
2902,2902,24,49.76,paypal,pending
2903,2903,39,16.47,paypal,completed
2904,2904,10,37.7,credit_card,completed
2905,2905,25,38.24,credit_card,completed
2906,2906,35,33.52,cash,failed
2907,2907,32,16.61,paypal,pending
2908,2908,39,12.18,cash,pending
2909,2909,13,12.35,cash,failed
2910,2910,6,22.51,paypal,failed
2911,2911,30,48.71,paypal,pending
2912,2912,13,34.92,paypal,failed
2913,2913,15,48.9,cash,failed
2914,2914,18,49.9,cash,completed
2915,2915,3,19.14,cash,pending
2916,2916,26,30.27,paypal,pending
2917,2917,8,45.12,credit_card,failed
2918,2918,19,33.3,credit_card,pending
2919,2919,50,36.55,credit_card,pending
2920,2920,38,44.18,credit_card,pending
2921,2921,38,27.18,paypal,pending
2922,2922,34,54.45,credit_card,completed
2923,2923,24,56.63,cash,failed
2924,2924,10,39.89,paypal,pending
2925,2925,38,36.32,cash,failed
2926,2926,12,15.6,paypal,failed
2927,2927,14,58.22,paypal,completed
2928,2928,21,49.87,credit_card,pending
2929,2929,2,55.21,paypal,completed
2930,2930,39,29.07,credit_card,completed
2931,2931,36,54.34,credit_card,completed
2932,2932,10,24.06,paypal,failed
2933,2933,38,30.77,credit_card,failed
2934,2934,30,36.39,paypal,completed
2935,2935,30,44.79,paypal,failed
2936,2936,29,14.1,credit_card,completed
2937,2937,3,47.97,paypal,failed
2938,2938,14,12.1,cash,pending
2939,2939,32,51.3,paypal,completed
2940,2940,11,17.0,credit_card,pending
2941,2941,16,59.0,credit_card,completed
2942,2942,41,24.41,credit_card,failed
2943,2943,10,10.33,paypal,completed
2944,2944,15,41.35,credit_card,pending
2945,2945,4,39.86,cash,failed
2946,2946,32,45.52,cash,failed
2947,2947,28,56.05,paypal,failed
2948,2948,39,32.97,paypal,failed
2949,2949,11,17.31,credit_card,failed
2950,2950,23,49.84,cash,failed
2951,2951,13,11.74,credit_card,failed
2952,2952,3,14.7,credit_card,completed
2953,2953,47,44.5,paypal,failed
2954,2954,21,40.8,credit_card,completed
2955,2955,48,35.83,cash,failed
2956,2956,33,31.58,credit_card,pending
2957,2957,49,48.21,cash,pending
2958,2958,48,56.02,cash,failed
2959,2959,44,10.67,credit_card,pending
2960,2960,14,56.26,cash,completed
2961,2961,50,38.94,credit_card,failed
2962,2962,7,31.74,credit_card,pending
2963,2963,25,47.91,cash,completed
2964,2964,48,24.43,cash,failed
2965,2965,17,48.68,credit_card,failed
2966,2966,47,31.79,cash,completed
2967,2967,44,47.67,credit_card,failed
2968,2968,2,19.33,credit_card,pending
2969,2969,46,32.9,cash,completed
2970,2970,14,57.06,credit_card,pending
2971,2971,2,28.43,cash,failed
2972,2972,42,23.18,paypal,completed
2973,2973,36,55.53,paypal,failed
2974,2974,34,23.35,paypal,pending
