maintenance_id,vehicle_id,maintenance_type,scheduled_date,cost
676,18,brake_check,2025-04-15,30.84
677,37,brake_check,2025-04-12,76.04
678,4,brake_check,2025-04-12,34.28
679,35,brake_check,2025-04-02,107.79
680,40,oil_change,2025-04-12,43.15
681,34,oil_change,2025-04-17,74.47
682,43,brake_check,2025-04-02,189.92
683,47,brake_check,2025-04-09,33.41
684,18,brake_check,2025-04-11,178.46
685,22,oil_change,2025-04-13,65.62
686,34,tire_rotation,2025-04-06,117.23
687,10,oil_change,2025-04-09,137.7
688,28,tire_rotation,2025-04-13,61.44
689,43,oil_change,2025-04-04,128.9
690,15,oil_change,2025-04-10,190.54
691,44,oil_change,2025-04-01,140.45
692,36,brake_check,2025-04-16,118.95
693,30,tire_rotation,2025-04-03,32.78
694,43,tire_rotation,2025-04-07,185.65
695,22,tire_rotation,2025-04-06,188.29
696,2,oil_change,2025-04-03,148.79
697,44,brake_check,2025-04-11,168.3
698,27,oil_change,2025-04-10,69.0
699,14,tire_rotation,2025-04-06,194.89
700,26,brake_check,2025-04-12,39.74
701,26,brake_check,2025-04-04,65.66
702,44,brake_check,2025-04-10,85.32
703,39,brake_check,2025-04-10,194.02
704,47,brake_check,2025-04-01,110.61
705,11,oil_change,2025-04-05,141.03
706,35,tire_rotation,2025-04-14,67.23
707,49,tire_rotation,2025-04-09,142.96
708,44,oil_change,2025-04-01,182.54
709,11,oil_change,2025-04-15,115.49
710,26,tire_rotation,2025-04-04,181.62
711,47,brake_check,2025-04-12,194.13
712,37,oil_change,2025-04-16,112.91
713,43,tire_rotation,2025-04-01,78.26
714,49,oil_change,2025-04-11,96.07
715,40,oil_change,2025-04-02,70.42
716,35,oil_change,2025-04-03,86.16
717,28,brake_check,2025-04-08,148.93
718,10,tire_rotation,2025-04-13,86.23
719,22,tire_rotation,2025-04-01,173.63
720,20,oil_change,2025-04-10,156.05
721,2,oil_change,2025-04-13,191.17
722,38,tire_rotation,2025-04-07,199.64
723,25,brake_check,2025-04-15,103.47
724,26,brake_check,2025-04-09,43.77
725,49,brake_check,2025-04-08,43.41
726,26,brake_check,2025-04-09,176.94
727,21,brake_check,2025-04-15,147.79
728,9,tire_rotation,2025-04-16,52.32
729,37,tire_rotation,2025-04-17,102.92
730,30,oil_change,2025-04-12,143.82
731,46,brake_check,2025-04-08,98.31
732,17,brake_check,2025-04-10,97.99
733,32,oil_change,2025-04-10,146.32
734,39,tire_rotation,2025-04-04,97.44
735,29,tire_rotation,2025-04-12,187.44
736,34,tire_rotation,2025-04-06,189.28
737,42,brake_check,2025-04-10,72.88
738,20,brake_check,2025-04-12,135.35
739,23,oil_change,2025-04-13,198.64
740,36,oil_change,2025-04-14,156.99
741,38,tire_rotation,2025-04-12,47.48
742,12,oil_change,2025-04-01,153.5
743,5,oil_change,2025-04-05,189.62
744,5,brake_check,2025-04-02,168.66
745,40,oil_change,2025-04-05,188.99
746,11,tire_rotation,2025-04-03,116.22
747,39,tire_rotation,2025-04-08,137.89
748,15,brake_check,2025-04-07,114.34
749,5,tire_rotation,2025-04-01,116.57
750,26,brake_check,2025-04-02,171.07
751,16,tire_rotation,2025-04-02,129.85
752,20,brake_check,2025-04-03,124.34
753,8,tire_rotation,2025-04-04,167.68
754,36,oil_change,2025-04-01,84.32
755,11,oil_change,2025-04-02,161.65
756,39,oil_change,2025-04-16,178.29
757,32,oil_change,2025-04-16,144.28
758,38,oil_change,2025-04-02,78.76
759,47,tire_rotation,2025-04-15,149.63
760,32,tire_rotation,2025-04-12,52.31
761,32,brake_check,2025-04-03,87.26
762,32,oil_change,2025-04-08,191.17
763,44,oil_change,2025-04-15,161.27
764,20,oil_change,2025-04-10,61.1
765,39,brake_check,2025-04-01,187.78
766,50,tire_rotation,2025-04-17,143.53
767,42,tire_rotation,2025-04-15,177.27
768,19,tire_rotation,2025-04-17,43.65
769,49,tire_rotation,2025-04-02,74.05
770,9,brake_check,2025-04-04,79.99
771,24,brake_check,2025-04-17,93.77
772,23,tire_rotation,2025-04-11,90.95
773,21,oil_change,2025-04-02,94.37
774,40,tire_rotation,2025-04-01,196.6
775,45,oil_change,2025-04-05,155.75
776,7,oil_change,2025-04-05,135.79
777,36,oil_change,2025-04-12,33.86
778,9,oil_change,2025-04-10,94.96
779,10,brake_check,2025-04-16,140.74
780,34,brake_check,2025-04-04,52.0
781,25,oil_change,2025-04-14,137.97
782,16,brake_check,2025-04-14,65.97
783,27,oil_change,2025-04-13,119.24
784,8,tire_rotation,2025-04-12,168.73
785,45,brake_check,2025-04-06,65.72
786,7,oil_change,2025-04-15,32.18
787,40,tire_rotation,2025-04-03,107.59
788,35,oil_change,2025-04-03,143.38
789,38,brake_check,2025-04-03,167.45
790,42,oil_change,2025-04-02,97.81
791,31,brake_check,2025-04-15,52.57
792,15,tire_rotation,2025-04-08,144.45
793,21,brake_check,2025-04-05,162.73
794,42,brake_check,2025-04-11,131.02
795,40,brake_check,2025-04-16,56.28
796,46,oil_change,2025-04-10,166.83
797,20,brake_check,2025-04-17,164.36
798,12,brake_check,2025-04-01,40.87
799,28,tire_rotation,2025-04-04,90.3
800,25,brake_check,2025-04-07,65.92
801,17,brake_check,2025-04-03,152.25
802,12,brake_check,2025-04-05,177.03
803,24,oil_change,2025-04-13,197.08
804,26,brake_check,2025-04-07,187.23
805,9,tire_rotation,2025-04-12,35.85
806,5,oil_change,2025-04-09,171.86
807,38,brake_check,2025-04-13,71.45
808,16,tire_rotation,2025-04-11,68.14
809,18,oil_change,2025-04-02,82.58
810,36,tire_rotation,2025-04-11,133.27
811,27,brake_check,2025-04-07,186.02
812,22,tire_rotation,2025-04-09,63.58
813,2,brake_check,2025-04-03,128.18
814,42,brake_check,2025-04-12,97.99
815,15,brake_check,2025-04-08,162.52
816,25,brake_check,2025-04-13,47.17
817,6,oil_change,2025-04-04,130.43
818,26,tire_rotation,2025-04-02,106.41
819,30,oil_change,2025-04-17,112.44
820,40,oil_change,2025-04-06,175.64
821,2,oil_change,2025-04-17,123.81
822,2,brake_check,2025-04-15,98.84
823,20,tire_rotation,2025-04-09,71.37
824,42,brake_check,2025-04-12,70.39
825,23,brake_check,2025-04-10,69.53
826,46,tire_rotation,2025-04-04,32.71
827,41,tire_rotation,2025-04-09,125.69
828,48,tire_rotation,2025-04-01,126.85
829,9,brake_check,2025-04-06,79.5
830,33,tire_rotation,2025-04-17,68.99
831,50,tire_rotation,2025-04-01,111.45
832,37,brake_check,2025-04-10,162.23
833,29,oil_change,2025-04-14,45.57
834,24,brake_check,2025-04-07,194.14
835,33,tire_rotation,2025-04-17,183.47
836,27,tire_rotation,2025-04-10,30.3
837,9,oil_change,2025-04-11,170.1
838,33,tire_rotation,2025-04-07,162.07
839,11,tire_rotation,2025-04-01,72.16
840,13,oil_change,2025-04-09,56.56
841,24,tire_rotation,2025-04-13,55.58
842,47,tire_rotation,2025-04-15,63.05
843,23,brake_check,2025-04-10,136.51
844,27,brake_check,2025-04-05,62.54
845,42,brake_check,2025-04-03,111.84
846,28,tire_rotation,2025-04-04,76.51
847,12,brake_check,2025-04-09,163.43
848,6,oil_change,2025-04-15,79.25
849,45,oil_change,2025-04-12,191.11
850,47,oil_change,2025-04-03,66.01
851,21,oil_change,2025-04-05,165.57
852,4,oil_change,2025-04-03,128.06
853,36,brake_check,2025-04-14,169.29
854,15,oil_change,2025-04-17,168.31
855,13,brake_check,2025-04-12,79.66
856,26,tire_rotation,2025-04-02,52.29
857,33,tire_rotation,2025-04-03,134.34
858,45,tire_rotation,2025-04-06,95.45
859,24,oil_change,2025-04-10,146.72
860,28,oil_change,2025-04-11,61.72
861,26,tire_rotation,2025-04-10,172.95
862,37,oil_change,2025-04-01,162.41
863,47,oil_change,2025-04-01,79.75
864,22,oil_change,2025-04-08,181.91
865,50,tire_rotation,2025-04-08,177.53
866,15,tire_rotation,2025-04-05,141.57
867,29,oil_change,2025-04-07,97.97
868,16,oil_change,2025-04-07,131.26
869,1,brake_check,2025-04-14,61.0
870,2,oil_change,2025-04-03,87.39
871,40,brake_check,2025-04-04,42.06
872,42,tire_rotation,2025-04-15,86.72
873,26,brake_check,2025-04-11,106.8
874,23,brake_check,2025-04-15,155.96
875,17,brake_check,2025-04-09,155.34
876,7,oil_change,2025-04-16,153.52
877,44,brake_check,2025-04-10,72.99
878,8,oil_change,2025-04-05,189.13
879,24,brake_check,2025-04-11,78.36
880,37,tire_rotation,2025-04-11,112.93
881,8,brake_check,2025-04-15,80.19
882,43,brake_check,2025-04-05,36.73
883,49,tire_rotation,2025-04-03,112.69
884,25,brake_check,2025-04-01,114.44
885,12,oil_change,2025-04-17,176.02
886,39,brake_check,2025-04-08,81.32
887,36,brake_check,2025-04-05,199.77
888,8,oil_change,2025-04-05,57.14
889,42,tire_rotation,2025-04-14,134.34
890,14,tire_rotation,2025-04-14,130.89
891,7,tire_rotation,2025-04-15,121.96
892,16,tire_rotation,2025-04-08,194.22
893,6,brake_check,2025-04-06,100.87
894,25,brake_check,2025-04-12,193.04
895,41,oil_change,2025-04-16,129.69
896,14,tire_rotation,2025-04-14,42.97
897,32,brake_check,2025-04-11,126.31
898,37,tire_rotation,2025-04-17,179.73
899,47,tire_rotation,2025-04-03,132.25
900,41,brake_check,2025-04-06,66.09
901,23,oil_change,2025-04-07,175.41
902,4,oil_change,2025-04-06,119.96
903,11,tire_rotation,2025-04-02,174.13
904,50,oil_change,2025-04-17,44.29
905,34,oil_change,2025-04-06,192.6
906,34,oil_change,2025-04-15,35.58
907,12,brake_check,2025-04-03,47.7
908,34,tire_rotation,2025-04-13,91.78
909,3,brake_check,2025-04-10,73.03
910,41,brake_check,2025-04-15,111.98
911,43,tire_rotation,2025-04-12,115.5
912,17,oil_change,2025-04-16,126.88
913,4,tire_rotation,2025-04-07,120.92
914,46,tire_rotation,2025-04-14,94.24
915,41,tire_rotation,2025-04-06,189.6
916,24,oil_change,2025-04-02,147.54
917,45,oil_change,2025-04-13,103.53
918,40,oil_change,2025-04-13,119.37
919,1,tire_rotation,2025-04-06,91.54
920,10,oil_change,2025-04-13,144.92
921,49,brake_check,2025-04-09,39.26
922,49,oil_change,2025-04-16,155.82
923,1,brake_check,2025-04-01,32.89
924,46,brake_check,2025-04-01,148.11
925,24,brake_check,2025-04-17,178.18
926,10,tire_rotation,2025-04-17,156.4
927,25,oil_change,2025-04-17,75.63
928,20,brake_check,2025-04-13,74.23
929,31,brake_check,2025-04-04,79.11
930,26,brake_check,2025-04-17,142.2
931,13,oil_change,2025-04-11,189.26
932,1,oil_change,2025-04-04,152.11
933,10,tire_rotation,2025-04-15,192.94
934,18,brake_check,2025-04-01,56.04
935,36,oil_change,2025-04-03,161.79
936,41,tire_rotation,2025-04-14,64.69
937,42,oil_change,2025-04-03,114.11
938,7,tire_rotation,2025-04-09,119.71
939,11,brake_check,2025-04-10,194.66
940,10,tire_rotation,2025-04-03,144.04
941,28,brake_check,2025-04-16,197.01
942,50,brake_check,2025-04-04,79.43
943,11,brake_check,2025-04-09,40.47
944,29,oil_change,2025-04-03,141.66
945,49,tire_rotation,2025-04-05,189.64
946,39,brake_check,2025-04-15,174.77
947,47,oil_change,2025-04-13,172.93
948,44,brake_check,2025-04-05,161.11
949,30,oil_change,2025-04-02,139.28
950,24,brake_check,2025-04-16,151.45
951,17,brake_check,2025-04-15,66.48
952,2,brake_check,2025-04-05,138.0
953,8,brake_check,2025-04-14,147.74
954,32,tire_rotation,2025-04-03,181.39
955,6,oil_change,2025-04-02,168.93
956,23,tire_rotation,2025-04-08,140.66
957,14,oil_change,2025-04-04,112.85
958,36,oil_change,2025-04-07,182.17
959,16,brake_check,2025-04-13,183.94
960,46,tire_rotation,2025-04-13,33.01
961,23,oil_change,2025-04-17,145.84
962,44,tire_rotation,2025-04-05,177.46
963,9,oil_change,2025-04-09,62.34
964,36,tire_rotation,2025-04-04,34.51
965,9,brake_check,2025-04-08,107.06
966,15,brake_check,2025-04-12,182.11
967,31,tire_rotation,2025-04-11,99.78
968,6,brake_check,2025-04-02,88.89
969,42,tire_rotation,2025-04-04,97.35
970,29,oil_change,2025-04-16,170.26
971,44,tire_rotation,2025-04-12,186.13
972,47,oil_change,2025-04-13,105.58
973,34,tire_rotation,2025-04-01,153.03
974,16,brake_check,2025-04-04,192.68
975,34,brake_check,2025-04-04,158.45
976,16,tire_rotation,2025-04-07,67.36
977,26,brake_check,2025-04-05,149.57
978,44,brake_check,2025-04-15,45.84
979,9,oil_change,2025-04-12,190.91
980,13,brake_check,2025-04-10,43.96
981,14,oil_change,2025-04-11,106.33
982,38,oil_change,2025-04-03,127.74
983,25,oil_change,2025-04-16,139.65
984,44,oil_change,2025-04-12,54.62
985,23,brake_check,2025-04-10,123.95
986,44,tire_rotation,2025-04-04,56.65
987,21,oil_change,2025-04-04,166.75
988,44,tire_rotation,2025-04-15,167.15
989,26,tire_rotation,2025-04-12,96.21
990,5,brake_check,2025-04-09,111.52
991,4,oil_change,2025-04-09,70.4
992,1,oil_change,2025-04-03,170.03
993,38,oil_change,2025-04-10,180.21
994,39,oil_change,2025-04-13,119.78
995,34,oil_change,2025-04-14,134.89
996,3,brake_check,2025-04-14,122.18
997,20,oil_change,2025-04-16,154.4
998,6,tire_rotation,2025-04-16,185.35
999,20,brake_check,2025-04-16,44.12
1000,37,tire_rotation,2025-04-03,160.25
1001,12,brake_check,2025-04-02,32.86
1002,46,brake_check,2025-04-17,181.64
1003,49,brake_check,2025-04-02,116.33
1004,33,oil_change,2025-04-17,124.35
1005,13,oil_change,2025-04-11,198.18
1006,5,brake_check,2025-04-09,30.4
1007,30,oil_change,2025-04-02,43.87
1008,28,brake_check,2025-04-05,73.59
1009,49,oil_change,2025-04-03,76.97
1010,19,tire_rotation,2025-04-05,164.57
1011,44,tire_rotation,2025-04-16,156.13
1012,46,brake_check,2025-04-17,185.05
1013,47,tire_rotation,2025-04-12,171.52
1014,21,oil_change,2025-04-16,48.48
1015,39,tire_rotation,2025-04-11,155.47
1016,8,brake_check,2025-04-08,104.52
1017,33,tire_rotation,2025-04-14,39.43
1018,9,tire_rotation,2025-04-04,161.6
1019,6,brake_check,2025-04-04,81.85
1020,33,oil_change,2025-04-14,156.11
1021,5,tire_rotation,2025-04-07,193.22
1022,24,oil_change,2025-04-13,161.22
1023,41,oil_change,2025-04-09,139.38
1024,20,brake_check,2025-04-02,30.14
1025,20,tire_rotation,2025-04-15,42.44
1026,17,brake_check,2025-04-13,65.4
1027,27,oil_change,2025-04-05,149.27
1028,25,brake_check,2025-04-05,96.04
1029,48,brake_check,2025-04-05,151.93
1030,46,oil_change,2025-04-08,81.55
1031,30,tire_rotation,2025-04-16,92.54
1032,33,brake_check,2025-04-17,198.84
1033,22,oil_change,2025-04-08,34.6
1034,29,tire_rotation,2025-04-04,69.06
1035,40,brake_check,2025-04-03,134.95
1036,25,tire_rotation,2025-04-01,65.34
1037,10,brake_check,2025-04-02,156.58
1038,25,oil_change,2025-04-11,134.55
1039,47,brake_check,2025-04-10,105.87
1040,26,oil_change,2025-04-11,48.04
1041,7,oil_change,2025-04-03,107.91
1042,28,oil_change,2025-04-14,184.39
1043,27,tire_rotation,2025-04-15,118.12
1044,29,brake_check,2025-04-16,172.39
1045,7,brake_check,2025-04-09,96.07
1046,5,brake_check,2025-04-06,37.68
1047,40,tire_rotation,2025-04-02,115.63
1048,37,oil_change,2025-04-09,130.73
1049,33,brake_check,2025-04-12,110.21
1050,49,brake_check,2025-04-09,189.4
1051,1,brake_check,2025-04-05,107.97
1052,46,tire_rotation,2025-04-04,105.28
1053,2,oil_change,2025-04-01,124.85
1054,27,oil_change,2025-04-07,63.4
1055,2,oil_change,2025-04-06,43.31
1056,10,oil_change,2025-04-07,82.54
1057,26,oil_change,2025-04-17,140.81
1058,16,oil_change,2025-04-06,106.44
1059,35,oil_change,2025-04-11,57.97
1060,8,tire_rotation,2025-04-12,166.35
1061,50,tire_rotation,2025-04-12,117.4
1062,17,oil_change,2025-04-08,155.03
1063,45,brake_check,2025-04-03,40.0
1064,17,oil_change,2025-04-10,43.33
1065,44,brake_check,2025-04-02,97.57
1066,2,tire_rotation,2025-04-16,63.67
1067,35,tire_rotation,2025-04-12,71.46
1068,37,brake_check,2025-04-10,46.63
1069,15,brake_check,2025-04-06,191.8
1070,7,oil_change,2025-04-05,75.31
1071,41,brake_check,2025-04-06,161.53
1072,23,oil_change,2025-04-16,44.12
1073,33,brake_check,2025-04-10,30.2
1074,31,oil_change,2025-04-03,191.28
1075,48,tire_rotation,2025-04-01,38.6
1076,21,tire_rotation,2025-04-16,188.01
1077,27,tire_rotation,2025-04-01,94.46
1078,4,brake_check,2025-04-11,38.21
1079,40,oil_change,2025-04-02,75.85
1080,13,tire_rotation,2025-04-13,66.11
1081,3,brake_check,2025-04-15,35.3
1082,7,oil_change,2025-04-03,167.88
1083,9,oil_change,2025-04-12,133.88
1084,21,tire_rotation,2025-04-04,43.36
1085,19,tire_rotation,2025-04-03,114.31
1086,8,tire_rotation,2025-04-03,77.75
1087,45,oil_change,2025-04-15,59.86
1088,7,brake_check,2025-04-11,144.74
1089,33,tire_rotation,2025-04-04,40.99
1090,43,oil_change,2025-04-14,196.89
1091,48,tire_rotation,2025-04-14,173.86
1092,34,oil_change,2025-04-02,131.38
1093,11,oil_change,2025-04-11,51.0
1094,5,oil_change,2025-04-02,80.68
1095,4,oil_change,2025-04-06,154.24
1096,46,brake_check,2025-04-06,140.92
1097,3,brake_check,2025-04-12,55.7
1098,19,brake_check,2025-04-14,197.83
1099,16,brake_check,2025-04-12,187.58
1100,24,oil_change,2025-04-06,112.02
1101,17,brake_check,2025-04-16,72.08
1102,40,brake_check,2025-04-17,163.65
1103,27,brake_check,2025-04-17,49.69
1104,25,tire_rotation,2025-04-16,127.86
1105,37,brake_check,2025-04-05,146.15
1106,13,brake_check,2025-04-05,189.46
1107,25,brake_check,2025-04-13,66.84
1108,14,tire_rotation,2025-04-02,51.15
1109,26,brake_check,2025-04-03,49.57
1110,22,oil_change,2025-04-07,123.97
1111,39,tire_rotation,2025-04-07,142.5
1112,14,oil_change,2025-04-07,175.24
1113,17,tire_rotation,2025-04-13,99.57
1114,6,brake_check,2025-04-13,70.73
1115,28,brake_check,2025-04-09,101.32
1116,14,brake_check,2025-04-01,92.88
1117,5,oil_change,2025-04-08,185.42
1118,17,brake_check,2025-04-03,178.45
1119,14,brake_check,2025-04-02,162.96
1120,2,oil_change,2025-04-08,79.87
1121,2,oil_change,2025-04-02,115.87
1122,49,brake_check,2025-04-06,181.19
1123,12,oil_change,2025-04-12,95.72
1124,14,tire_rotation,2025-04-12,135.85
1125,4,brake_check,2025-04-17,126.24
1126,20,oil_change,2025-04-04,43.83
1127,49,tire_rotation,2025-04-06,54.61
1128,40,brake_check,2025-04-03,108.69
1129,5,tire_rotation,2025-04-08,43.5
1130,2,oil_change,2025-04-04,163.66
1131,26,oil_change,2025-04-10,193.12
1132,28,tire_rotation,2025-04-04,69.25
1133,8,oil_change,2025-04-06,186.4
1134,41,oil_change,2025-04-10,166.42
1135,26,tire_rotation,2025-04-15,74.88
1136,30,brake_check,2025-04-14,178.39
1137,42,brake_check,2025-04-15,179.04
1138,38,tire_rotation,2025-04-01,177.61
1139,31,tire_rotation,2025-04-10,116.95
1140,49,brake_check,2025-04-05,134.54
1141,7,brake_check,2025-04-16,180.07
1142,19,tire_rotation,2025-04-05,187.4
1143,11,tire_rotation,2025-04-02,140.02
1144,47,brake_check,2025-04-12,74.86
1145,35,oil_change,2025-04-06,181.62
1146,40,oil_change,2025-04-04,113.35
1147,28,oil_change,2025-04-14,73.55
1148,12,brake_check,2025-04-15,68.92
1149,33,brake_check,2025-04-07,53.55
1150,30,brake_check,2025-04-11,143.42
1151,24,oil_change,2025-04-12,78.91
1152,16,oil_change,2025-04-12,124.44
1153,18,brake_check,2025-04-13,50.65
1154,13,brake_check,2025-04-17,154.87
1155,41,tire_rotation,2025-04-17,72.74
1156,28,tire_rotation,2025-04-09,99.61
1157,40,tire_rotation,2025-04-14,139.32
1158,15,tire_rotation,2025-04-01,66.05
1159,21,oil_change,2025-04-02,144.03
1160,15,tire_rotation,2025-04-12,93.37
1161,2,tire_rotation,2025-04-15,96.36
1162,29,tire_rotation,2025-04-06,123.58
1163,8,tire_rotation,2025-04-09,155.42
1164,33,oil_change,2025-04-14,115.41
1165,27,brake_check,2025-04-06,181.6
1166,14,brake_check,2025-04-05,153.82
1167,33,oil_change,2025-04-09,87.34
1168,43,oil_change,2025-04-03,83.45
1169,15,oil_change,2025-04-08,76.88
1170,15,oil_change,2025-04-17,138.54
1171,42,oil_change,2025-04-02,167.0
1172,19,brake_check,2025-04-16,159.53
1173,31,tire_rotation,2025-04-02,144.12
1174,3,brake_check,2025-04-06,184.1
1175,11,oil_change,2025-04-01,116.73
1176,33,tire_rotation,2025-04-16,75.21
1177,48,tire_rotation,2025-04-03,42.38
1178,4,tire_rotation,2025-04-03,71.95
1179,49,tire_rotation,2025-04-13,165.87
1180,3,tire_rotation,2025-04-11,111.91
1181,46,tire_rotation,2025-04-02,124.99
1182,7,tire_rotation,2025-04-04,70.05
1183,43,brake_check,2025-04-09,185.14
1184,1,brake_check,2025-04-12,120.28
1185,43,tire_rotation,2025-04-08,132.37
1186,37,oil_change,2025-04-02,170.35
1187,38,tire_rotation,2025-04-17,121.17
1188,18,brake_check,2025-04-15,109.01
1189,21,brake_check,2025-04-14,77.19
1190,26,oil_change,2025-04-06,169.74
1191,21,brake_check,2025-04-12,199.56
1192,39,oil_change,2025-04-13,146.08
1193,17,brake_check,2025-04-11,102.25
1194,13,brake_check,2025-04-17,153.19
1195,16,tire_rotation,2025-04-14,58.99
1196,49,tire_rotation,2025-04-16,114.59
1197,27,oil_change,2025-04-12,90.01
1198,13,oil_change,2025-04-05,40.79
1199,32,tire_rotation,2025-04-09,134.81
1200,23,tire_rotation,2025-04-04,162.95
1201,24,tire_rotation,2025-04-13,107.8
1202,27,tire_rotation,2025-04-09,119.74
1203,5,oil_change,2025-04-06,75.76
1204,6,brake_check,2025-04-13,34.16
1205,14,brake_check,2025-04-01,144.03
1206,34,tire_rotation,2025-04-05,111.85
1207,39,brake_check,2025-04-07,34.04
1208,12,oil_change,2025-04-07,189.29
1209,41,oil_change,2025-04-06,116.14
1210,14,tire_rotation,2025-04-07,91.43
1211,36,brake_check,2025-04-06,70.38
1212,36,brake_check,2025-04-15,162.5
1213,33,brake_check,2025-04-06,114.95
1214,44,tire_rotation,2025-04-01,116.13
1215,9,brake_check,2025-04-02,193.13
1216,48,tire_rotation,2025-04-09,127.09
1217,7,tire_rotation,2025-04-17,46.84
1218,36,tire_rotation,2025-04-16,31.82
1219,27,tire_rotation,2025-04-07,72.92
1220,20,oil_change,2025-04-05,74.87
1221,11,tire_rotation,2025-04-08,75.8
1222,48,brake_check,2025-04-10,162.74
1223,15,brake_check,2025-04-12,116.3
1224,9,tire_rotation,2025-04-06,175.21
1225,8,oil_change,2025-04-17,145.32
1226,37,brake_check,2025-04-05,86.97
1227,18,brake_check,2025-04-05,199.45
1228,42,tire_rotation,2025-04-14,164.07
1229,23,tire_rotation,2025-04-03,199.26
1230,40,tire_rotation,2025-04-06,118.01
1231,47,tire_rotation,2025-04-12,164.48
1232,13,brake_check,2025-04-05,191.52
1233,45,tire_rotation,2025-04-10,123.73
1234,13,brake_check,2025-04-05,145.81
1235,14,brake_check,2025-04-12,167.99
1236,25,tire_rotation,2025-04-08,185.35
1237,10,tire_rotation,2025-04-09,122.5
1238,50,tire_rotation,2025-04-06,48.45
1239,32,oil_change,2025-04-14,136.4
1240,31,brake_check,2025-04-13,171.69
1241,38,brake_check,2025-04-05,144.04
1242,37,brake_check,2025-04-08,36.22
1243,28,oil_change,2025-04-03,45.76
1244,43,tire_rotation,2025-04-11,54.32
1245,33,tire_rotation,2025-04-01,169.37
1246,9,oil_change,2025-04-02,73.62
1247,15,brake_check,2025-04-10,79.28
1248,47,tire_rotation,2025-04-01,85.6
1249,13,tire_rotation,2025-04-08,198.4
1250,23,oil_change,2025-04-05,181.86
1251,44,tire_rotation,2025-04-01,189.31
1252,19,tire_rotation,2025-04-07,188.72
1253,6,brake_check,2025-04-16,51.86
1254,19,brake_check,2025-04-10,45.42
1255,12,oil_change,2025-04-16,87.34
1256,19,oil_change,2025-04-09,186.69
1257,35,brake_check,2025-04-12,110.83
1258,5,tire_rotation,2025-04-02,146.91
1259,37,tire_rotation,2025-04-11,38.94
1260,2,brake_check,2025-04-02,69.06
1261,2,brake_check,2025-04-09,95.9
1262,15,oil_change,2025-04-07,199.34
1263,18,tire_rotation,2025-04-01,33.4
1264,22,tire_rotation,2025-04-15,58.03
1265,20,oil_change,2025-04-03,88.58
1266,11,oil_change,2025-04-11,105.08
1267,27,tire_rotation,2025-04-03,58.0
1268,44,brake_check,2025-04-11,65.39
1269,32,oil_change,2025-04-07,127.48
1270,49,brake_check,2025-04-05,43.15
1271,32,brake_check,2025-04-09,146.13
1272,20,oil_change,2025-04-13,197.47
1273,46,oil_change,2025-04-02,40.97
1274,6,tire_rotation,2025-04-10,113.08
1275,48,brake_check,2025-04-02,141.45
1276,44,tire_rotation,2025-04-05,118.82
1277,36,brake_check,2025-04-06,138.05
1278,38,brake_check,2025-04-11,97.58
1279,22,brake_check,2025-04-13,181.12
1280,22,oil_change,2025-04-01,148.79
1281,23,oil_change,2025-04-16,106.74
1282,11,tire_rotation,2025-04-01,84.95
1283,24,brake_check,2025-04-03,116.57
1284,8,brake_check,2025-04-17,122.71
1285,27,tire_rotation,2025-04-01,113.77
1286,42,oil_change,2025-04-15,135.9
1287,8,tire_rotation,2025-04-06,191.29
1288,4,tire_rotation,2025-04-14,144.36
1289,39,oil_change,2025-04-02,58.32
1290,31,brake_check,2025-04-01,108.23
1291,7,tire_rotation,2025-04-05,125.99
1292,15,oil_change,2025-04-01,181.68
1293,33,oil_change,2025-04-13,196.5
1294,24,tire_rotation,2025-04-14,120.96
1295,12,brake_check,2025-04-15,184.65
1296,4,oil_change,2025-04-11,96.77
1297,11,oil_change,2025-04-16,46.26
1298,1,oil_change,2025-04-02,53.79
1299,22,oil_change,2025-04-17,103.35
1300,19,brake_check,2025-04-10,112.5
1301,49,oil_change,2025-04-12,55.81
1302,3,brake_check,2025-04-10,35.0
1303,1,oil_change,2025-04-04,73.35
1304,29,tire_rotation,2025-04-09,40.52
1305,10,oil_change,2025-04-01,147.51
1306,20,tire_rotation,2025-04-10,50.68
1307,1,brake_check,2025-04-07,141.32
1308,39,tire_rotation,2025-04-03,60.19
1309,10,oil_change,2025-04-15,107.62
1310,49,oil_change,2025-04-15,106.35
1311,35,oil_change,2025-04-05,47.48
1312,8,tire_rotation,2025-04-01,85.97
1313,1,oil_change,2025-04-12,86.26
1314,23,brake_check,2025-04-16,34.92
1315,16,oil_change,2025-04-04,33.31
1316,33,oil_change,2025-04-11,191.03
1317,7,oil_change,2025-04-13,149.04
1318,20,brake_check,2025-04-01,87.56
1319,40,oil_change,2025-04-01,188.95
1320,16,tire_rotation,2025-04-11,63.88
1321,7,brake_check,2025-04-02,120.34
1322,31,tire_rotation,2025-04-15,135.49
1323,34,tire_rotation,2025-04-06,63.32
1324,47,brake_check,2025-04-01,95.42
1325,22,tire_rotation,2025-04-08,98.63
1326,18,oil_change,2025-04-11,147.88
1327,48,oil_change,2025-04-08,110.53
1328,11,tire_rotation,2025-04-01,57.13
1329,5,brake_check,2025-04-09,44.77
1330,4,oil_change,2025-04-09,136.07
1331,47,tire_rotation,2025-04-09,196.53
1332,34,oil_change,2025-04-01,175.63
1333,25,tire_rotation,2025-04-14,178.53
1334,12,oil_change,2025-04-11,71.69
1335,47,brake_check,2025-04-05,120.11
