alert_id,vehicle_id,issue,severity,timestamp
2042,16,engine check,medium,2025-04-15 21:01:20
2043,32,engine check,medium,2025-04-11 07:56:49
2044,7,engine check,medium,2025-04-04 20:36:53
2045,50,engine check,low,2025-04-03 01:42:54
2046,3,low tire pressure,medium,2025-04-08 06:13:19
2047,21,low tire pressure,high,2025-04-14 20:01:05
2048,26,battery fault,medium,2025-04-16 17:44:08
2049,7,low tire pressure,high,2025-04-05 05:17:54
2050,9,engine check,high,2025-04-01 16:15:47
2051,45,battery fault,high,2025-04-07 01:09:42
2052,30,battery fault,high,2025-04-13 00:43:45
2053,15,engine check,high,2025-04-12 16:51:49
2054,48,engine check,high,2025-04-07 23:13:07
2055,28,low tire pressure,low,2025-04-08 01:43:01
2056,12,battery fault,medium,2025-04-08 21:41:06
2057,40,low tire pressure,low,2025-04-02 01:02:05
2058,20,low tire pressure,low,2025-04-01 08:13:56
2059,34,battery fault,high,2025-04-03 13:14:06
2060,32,battery fault,high,2025-04-01 03:36:17
2061,20,engine check,high,2025-04-12 17:03:32
2062,25,engine check,low,2025-04-02 07:22:02
2063,37,battery fault,medium,2025-04-12 19:10:55
2064,30,low tire pressure,medium,2025-04-09 18:36:18
2065,11,low tire pressure,low,2025-04-03 03:42:53
2066,4,battery fault,medium,2025-04-05 00:51:50
2067,41,low tire pressure,medium,2025-04-06 08:36:13
2068,9,low tire pressure,medium,2025-04-05 03:31:54
2069,2,engine check,medium,2025-04-03 13:48:10
2070,43,engine check,high,2025-04-02 23:27:19
2071,32,engine check,medium,2025-04-12 00:23:21
2072,1,battery fault,low,2025-04-07 17:45:45
2073,21,battery fault,low,2025-04-04 05:45:33
2074,12,engine check,high,2025-04-05 08:45:39
2075,16,low tire pressure,high,2025-04-10 13:02:58
2076,35,engine check,medium,2025-04-05 10:21:07
2077,1,battery fault,low,2025-04-01 04:42:02
2078,21,engine check,medium,2025-04-05 03:17:37
2079,20,engine check,medium,2025-04-08 03:09:45
2080,40,engine check,high,2025-04-05 19:47:04
2081,17,engine check,high,2025-04-05 04:24:14
2082,49,battery fault,low,2025-04-11 00:13:53
2083,50,engine check,low,2025-04-16 17:19:05
2084,44,engine check,high,2025-04-11 17:29:39
2085,41,engine check,low,2025-04-03 23:06:52
2086,38,engine check,low,2025-04-04 05:56:42
2087,48,engine check,low,2025-04-14 08:51:38
2088,6,engine check,low,2025-04-14 15:01:40
2089,8,low tire pressure,low,2025-04-14 14:11:25
2090,6,low tire pressure,high,2025-04-05 02:06:24
2091,12,battery fault,high,2025-04-14 12:28:45
2092,48,battery fault,high,2025-04-05 10:07:36
2093,10,battery fault,low,2025-04-12 18:10:11
2094,2,battery fault,low,2025-04-04 09:31:47
2095,48,engine check,medium,2025-04-09 19:29:06
2096,6,engine check,high,2025-04-12 12:52:55
2097,12,battery fault,low,2025-04-15 02:27:02
2098,35,engine check,low,2025-04-14 00:42:16
2099,8,low tire pressure,low,2025-04-05 09:22:27
2100,39,battery fault,high,2025-04-01 19:44:42
2101,14,low tire pressure,low,2025-04-02 03:53:23
2102,13,battery fault,high,2025-04-15 03:53:08
2103,5,battery fault,medium,2025-04-02 19:11:18
2104,33,engine check,low,2025-04-12 20:40:20
2105,28,battery fault,high,2025-04-15 02:59:06
2106,13,low tire pressure,medium,2025-04-01 03:31:25
2107,7,engine check,medium,2025-04-15 22:55:56
2108,49,low tire pressure,medium,2025-04-02 22:02:38
2109,42,low tire pressure,low,2025-04-15 08:55:33
2110,6,engine check,high,2025-04-12 08:23:13
2111,14,engine check,low,2025-04-15 06:22:11
2112,40,battery fault,low,2025-04-16 12:24:37
2113,13,low tire pressure,medium,2025-04-09 14:53:51
2114,5,low tire pressure,medium,2025-04-07 04:07:44
2115,43,engine check,low,2025-04-13 06:34:57
2116,39,low tire pressure,low,2025-04-08 01:25:11
2117,33,engine check,high,2025-04-07 02:42:04
2118,24,battery fault,medium,2025-04-12 01:43:44
2119,20,low tire pressure,low,2025-04-13 11:18:06
2120,19,low tire pressure,medium,2025-04-01 19:17:50
2121,8,engine check,medium,2025-04-04 22:45:35
2122,46,engine check,medium,2025-04-02 16:16:58
2123,15,engine check,high,2025-04-11 14:44:03
2124,25,low tire pressure,high,2025-04-03 15:42:43
2125,10,engine check,low,2025-04-13 00:15:27
2126,33,low tire pressure,high,2025-04-14 01:50:16
2127,41,battery fault,high,2025-04-07 00:14:48
2128,27,engine check,high,2025-04-05 04:39:49
2129,29,engine check,medium,2025-04-03 07:25:45
2130,26,low tire pressure,high,2025-04-08 09:08:18
2131,50,engine check,high,2025-04-01 20:25:39
2132,12,battery fault,low,2025-04-14 16:02:00
2133,2,battery fault,low,2025-04-11 12:55:00
2134,48,engine check,high,2025-04-04 17:01:59
2135,12,engine check,high,2025-04-08 18:56:05
2136,22,battery fault,low,2025-04-16 19:35:32
2137,4,low tire pressure,medium,2025-04-13 13:29:47
2138,35,battery fault,high,2025-04-10 17:08:47
2139,8,low tire pressure,high,2025-04-05 20:55:28
2140,24,battery fault,low,2025-04-01 00:58:46
2141,43,battery fault,low,2025-04-04 01:37:48
2142,33,low tire pressure,medium,2025-04-12 11:43:50
2143,32,engine check,high,2025-04-04 07:37:37
2144,3,low tire pressure,high,2025-04-16 06:24:51
2145,34,low tire pressure,low,2025-04-01 10:13:29
2146,36,low tire pressure,low,2025-04-06 16:11:52
2147,28,battery fault,low,2025-04-07 18:25:32
2148,43,low tire pressure,high,2025-04-01 18:14:30
2149,11,low tire pressure,low,2025-04-04 18:53:27
2150,14,engine check,medium,2025-04-03 21:50:50
2151,32,engine check,high,2025-04-01 22:07:25
2152,18,battery fault,high,2025-04-15 23:53:28
2153,22,engine check,medium,2025-04-15 21:16:52
2154,25,engine check,high,2025-04-03 10:55:53
2155,27,battery fault,low,2025-04-06 07:32:44
2156,28,battery fault,medium,2025-04-02 17:21:58
2157,43,battery fault,high,2025-04-05 22:22:34
2158,31,battery fault,low,2025-04-15 07:50:31
2159,34,engine check,low,2025-04-07 05:35:21
2160,41,battery fault,low,2025-04-16 14:41:55
2161,12,engine check,low,2025-04-02 13:08:19
2162,23,battery fault,medium,2025-04-04 02:56:12
2163,12,engine check,medium,2025-04-06 23:11:48
2164,41,battery fault,low,2025-04-02 10:56:11
2165,16,engine check,medium,2025-04-14 06:47:45
2166,31,battery fault,high,2025-04-11 08:55:38
2167,46,low tire pressure,high,2025-04-05 14:36:47
2168,45,low tire pressure,high,2025-04-12 19:55:06
2169,42,engine check,low,2025-04-05 06:24:18
2170,45,low tire pressure,low,2025-04-15 22:18:49
2171,12,low tire pressure,medium,2025-04-09 11:14:25
2172,19,battery fault,high,2025-04-03 11:31:04
2173,28,engine check,medium,2025-04-03 05:20:01
2174,34,engine check,medium,2025-04-08 20:10:48
2175,10,engine check,medium,2025-04-09 13:53:56
2176,19,battery fault,low,2025-04-09 07:34:24
2177,24,low tire pressure,high,2025-04-05 13:02:39
2178,21,low tire pressure,medium,2025-04-16 21:44:33
2179,32,battery fault,low,2025-04-03 23:41:11
2180,44,engine check,low,2025-04-02 22:57:21
2181,39,engine check,medium,2025-04-04 15:29:38
2182,10,low tire pressure,low,2025-04-12 14:52:55
2183,22,low tire pressure,low,2025-04-15 12:54:04
2184,46,engine check,medium,2025-04-10 16:12:06
2185,46,battery fault,medium,2025-04-08 08:11:28
2186,23,battery fault,medium,2025-04-04 13:44:45
2187,40,low tire pressure,low,2025-04-16 15:23:11
2188,12,low tire pressure,medium,2025-04-02 01:18:29
2189,43,low tire pressure,medium,2025-04-04 19:12:37
2190,37,low tire pressure,medium,2025-04-13 19:07:32
2191,1,low tire pressure,medium,2025-04-02 20:55:57
2192,43,battery fault,low,2025-04-08 00:13:00
2193,42,battery fault,high,2025-04-12 05:58:19
2194,6,engine check,medium,2025-04-04 09:11:37
2195,33,low tire pressure,high,2025-04-15 21:30:17
2196,7,engine check,medium,2025-04-01 17:06:53
2197,43,battery fault,low,2025-04-01 21:25:12
2198,39,battery fault,low,2025-04-12 17:31:27
2199,32,engine check,medium,2025-04-14 13:09:21
2200,41,battery fault,high,2025-04-06 01:12:03
2201,3,battery fault,low,2025-04-06 13:25:02
2202,38,battery fault,high,2025-04-17 02:30:58
2203,33,low tire pressure,medium,2025-04-14 07:42:45
2204,21,engine check,low,2025-04-08 09:15:52
2205,12,low tire pressure,low,2025-04-13 22:30:54
2206,43,low tire pressure,medium,2025-04-09 17:24:15
2207,36,low tire pressure,medium,2025-04-03 23:56:06
2208,44,low tire pressure,low,2025-04-04 03:14:59
2209,29,battery fault,medium,2025-04-10 09:23:51
2210,32,battery fault,medium,2025-04-05 03:35:16
2211,50,engine check,medium,2025-04-15 22:26:43
2212,23,engine check,medium,2025-04-13 05:10:24
2213,18,engine check,medium,2025-04-17 05:40:45
2214,43,engine check,medium,2025-04-04 05:57:51
2215,20,battery fault,low,2025-04-03 01:43:43
2216,29,engine check,low,2025-04-17 14:12:13
2217,17,engine check,low,2025-04-09 00:07:25
2218,6,battery fault,low,2025-04-10 06:26:02
2219,6,engine check,medium,2025-04-08 13:17:21
2220,18,engine check,medium,2025-04-02 08:31:02
2221,28,battery fault,high,2025-04-06 20:27:49
2222,50,low tire pressure,high,2025-04-07 14:04:02
2223,47,battery fault,medium,2025-04-04 00:00:46
2224,36,battery fault,medium,2025-04-02 16:00:19
2225,4,battery fault,low,2025-04-17 13:49:19
2226,10,low tire pressure,high,2025-04-05 05:34:07
2227,20,low tire pressure,medium,2025-04-11 08:23:54
2228,41,low tire pressure,low,2025-04-16 14:30:59
2229,12,engine check,high,2025-04-17 06:09:29
2230,22,battery fault,medium,2025-04-03 01:14:53
2231,26,battery fault,low,2025-04-12 00:47:35
2232,14,engine check,high,2025-04-15 09:18:24
2233,38,engine check,high,2025-04-11 23:10:49
2234,33,battery fault,medium,2025-04-13 08:09:10
2235,44,battery fault,high,2025-04-04 11:23:59
2236,29,low tire pressure,high,2025-04-12 09:00:12
2237,8,battery fault,medium,2025-04-02 04:56:27
2238,16,low tire pressure,high,2025-04-04 07:24:33
2239,31,low tire pressure,high,2025-04-07 22:01:10
2240,21,low tire pressure,low,2025-04-09 08:17:48
2241,42,battery fault,medium,2025-04-03 08:21:22
2242,48,low tire pressure,medium,2025-04-11 07:10:23
2243,17,engine check,low,2025-04-08 05:56:40
2244,22,engine check,high,2025-04-13 05:28:48
2245,29,engine check,high,2025-04-04 11:13:22
2246,18,low tire pressure,low,2025-04-14 16:39:25
2247,10,battery fault,medium,2025-04-07 10:56:58
2248,15,engine check,medium,2025-04-02 09:20:43
2249,9,battery fault,medium,2025-04-10 02:45:06
2250,47,battery fault,medium,2025-04-04 08:43:07
2251,21,low tire pressure,low,2025-04-13 09:33:13
2252,18,engine check,high,2025-04-01 13:33:54
2253,16,battery fault,medium,2025-04-15 13:08:33
2254,36,battery fault,low,2025-04-09 08:14:06
2255,3,engine check,low,2025-04-04 09:52:29
2256,8,low tire pressure,low,2025-04-07 01:54:24
2257,9,low tire pressure,high,2025-04-11 17:19:54
2258,9,low tire pressure,high,2025-04-16 04:17:30
2259,8,engine check,high,2025-04-06 02:24:45
2260,50,battery fault,medium,2025-04-15 03:41:39
2261,32,low tire pressure,high,2025-04-08 06:07:32
2262,39,low tire pressure,low,2025-04-06 20:15:21
2263,14,battery fault,low,2025-04-10 20:51:17
2264,7,low tire pressure,low,2025-04-14 02:38:27
2265,34,low tire pressure,high,2025-04-02 07:44:10
2266,5,engine check,high,2025-04-15 21:02:36
2267,42,engine check,low,2025-04-05 06:59:34
2268,2,low tire pressure,high,2025-04-07 16:44:45
2269,20,engine check,medium,2025-04-05 07:07:31
2270,5,battery fault,high,2025-04-04 06:25:57
2271,43,engine check,high,2025-04-04 02:16:05
2272,36,low tire pressure,medium,2025-04-17 02:51:18
2273,40,low tire pressure,high,2025-04-17 00:03:19
2274,31,low tire pressure,high,2025-04-07 09:44:21
2275,22,engine check,medium,2025-04-06 18:59:07
2276,18,battery fault,medium,2025-04-11 13:43:04
2277,28,low tire pressure,low,2025-04-06 20:42:16
2278,48,engine check,low,2025-04-03 14:12:06
2279,35,battery fault,low,2025-04-15 20:26:06
2280,27,low tire pressure,low,2025-04-03 04:06:09
2281,20,low tire pressure,medium,2025-04-07 05:18:03
2282,6,engine check,low,2025-04-17 01:24:19
2283,37,battery fault,high,2025-04-11 18:05:03
2284,29,low tire pressure,high,2025-04-02 21:18:40
2285,8,engine check,medium,2025-04-17 05:20:08
2286,44,low tire pressure,high,2025-04-10 16:57:13
2287,4,engine check,medium,2025-04-10 11:11:22
2288,45,low tire pressure,low,2025-04-03 19:24:47
2289,27,engine check,high,2025-04-07 07:44:56
2290,45,battery fault,medium,2025-04-15 05:00:51
2291,19,battery fault,high,2025-04-07 04:06:14
2292,14,battery fault,medium,2025-04-05 21:31:56
2293,25,engine check,low,2025-04-14 01:36:22
2294,13,engine check,high,2025-04-02 22:22:32
2295,4,low tire pressure,medium,2025-04-08 21:41:04
2296,20,engine check,high,2025-04-07 21:27:25
2297,23,battery fault,medium,2025-04-12 21:10:26
2298,5,low tire pressure,low,2025-04-15 04:12:56
2299,31,battery fault,high,2025-04-11 10:38:27
2300,38,low tire pressure,low,2025-04-06 13:38:23
2301,18,engine check,high,2025-04-15 17:58:42
2302,5,low tire pressure,medium,2025-04-08 22:37:16
2303,25,engine check,high,2025-04-01 17:24:36
2304,49,low tire pressure,low,2025-04-07 11:59:57
2305,21,battery fault,high,2025-04-05 12:02:20
2306,20,low tire pressure,medium,2025-04-03 12:49:51
2307,34,battery fault,high,2025-04-04 08:18:53
2308,9,engine check,high,2025-04-02 22:39:43
2309,24,low tire pressure,medium,2025-04-10 14:05:41
2310,40,low tire pressure,high,2025-04-02 05:51:16
2311,14,low tire pressure,high,2025-04-01 23:22:47
2312,16,engine check,high,2025-04-04 00:46:41
2313,29,low tire pressure,high,2025-04-06 05:04:02
2314,48,low tire pressure,medium,2025-04-12 01:46:05
2315,12,low tire pressure,low,2025-04-12 02:00:05
2316,33,battery fault,high,2025-04-13 01:08:39
2317,24,battery fault,high,2025-04-02 08:27:24
2318,29,low tire pressure,high,2025-04-06 23:48:10
2319,25,engine check,medium,2025-04-01 19:24:45
2320,49,battery fault,low,2025-04-09 18:18:36
2321,14,battery fault,high,2025-04-14 07:30:10
2322,4,battery fault,high,2025-04-13 03:16:30
2323,24,battery fault,high,2025-04-13 22:10:20
2324,1,low tire pressure,low,2025-04-14 18:25:13
2325,4,low tire pressure,low,2025-04-13 17:12:42
2326,32,engine check,low,2025-04-04 16:17:01
2327,14,engine check,low,2025-04-13 06:20:24
2328,19,low tire pressure,high,2025-04-14 18:28:17
2329,21,battery fault,low,2025-04-01 08:38:29
2330,29,low tire pressure,medium,2025-04-04 09:19:38
2331,8,low tire pressure,medium,2025-04-04 05:16:25
2332,2,engine check,high,2025-04-03 20:52:33
2333,37,engine check,low,2025-04-14 07:03:14
2334,26,battery fault,high,2025-04-12 09:44:45
2335,39,battery fault,medium,2025-04-16 06:10:31
2336,27,low tire pressure,high,2025-04-12 07:28:51
2337,25,engine check,high,2025-04-01 05:45:03
2338,50,engine check,high,2025-04-04 04:48:36
2339,41,engine check,medium,2025-04-06 22:15:44
2340,1,low tire pressure,medium,2025-04-05 00:09:19
2341,47,low tire pressure,high,2025-04-16 10:55:07
2342,11,engine check,low,2025-04-05 12:46:39
2343,18,engine check,medium,2025-04-06 03:42:44
2344,21,battery fault,low,2025-04-06 03:43:02
2345,37,low tire pressure,high,2025-04-03 07:54:34
2346,37,low tire pressure,medium,2025-04-02 09:36:39
2347,18,engine check,low,2025-04-05 10:09:55
2348,26,battery fault,low,2025-04-11 10:28:52
2349,49,engine check,high,2025-04-11 11:17:05
2350,40,engine check,medium,2025-04-07 23:21:10
2351,32,battery fault,medium,2025-04-12 04:50:08
2352,26,engine check,medium,2025-04-04 19:31:02
2353,16,low tire pressure,high,2025-04-06 17:42:48
2354,37,battery fault,high,2025-04-02 14:37:54
2355,17,battery fault,high,2025-04-01 17:17:34
2356,38,low tire pressure,high,2025-04-14 07:41:12
2357,38,battery fault,low,2025-04-14 15:02:30
2358,25,low tire pressure,high,2025-04-08 07:41:31
2359,1,low tire pressure,medium,2025-04-10 17:03:08
2360,43,engine check,low,2025-04-09 11:27:38
2361,28,low tire pressure,low,2025-04-08 18:31:38
2362,46,low tire pressure,medium,2025-04-16 19:48:48
2363,31,engine check,medium,2025-04-10 08:29:59
2364,9,low tire pressure,medium,2025-04-05 04:23:17
2365,22,low tire pressure,high,2025-04-16 13:32:01
2366,32,battery fault,medium,2025-04-02 09:54:30
2367,25,engine check,low,2025-04-17 17:59:30
2368,50,low tire pressure,low,2025-04-13 07:16:45
2369,16,battery fault,medium,2025-04-04 19:13:33
2370,40,battery fault,medium,2025-04-13 12:20:38
2371,39,battery fault,medium,2025-04-08 23:12:37
2372,32,low tire pressure,medium,2025-04-13 23:36:21
2373,17,engine check,high,2025-04-13 06:51:07
2374,37,engine check,low,2025-04-09 13:09:18
2375,35,engine check,low,2025-04-03 20:27:27
2376,24,engine check,low,2025-04-05 20:24:50
2377,46,battery fault,low,2025-04-08 17:12:10
2378,3,low tire pressure,high,2025-04-04 22:34:41
2379,19,battery fault,low,2025-04-04 12:51:37
2380,39,engine check,low,2025-04-05 14:57:59
2381,6,engine check,high,2025-04-16 09:52:01
2382,43,battery fault,low,2025-04-01 07:32:19
2383,17,engine check,low,2025-04-15 10:32:15
2384,49,low tire pressure,low,2025-04-06 09:48:26
2385,26,low tire pressure,high,2025-04-05 01:56:13
2386,4,engine check,medium,2025-04-05 04:14:04
2387,41,engine check,low,2025-04-14 03:13:41
2388,31,engine check,medium,2025-04-10 12:40:14
2389,41,engine check,high,2025-04-05 05:54:42
2390,6,battery fault,low,2025-04-13 16:48:12
2391,22,low tire pressure,low,2025-04-10 20:58:58
2392,34,low tire pressure,high,2025-04-06 02:38:17
2393,23,battery fault,low,2025-04-15 16:45:49
2394,41,low tire pressure,low,2025-04-01 04:02:59
2395,32,battery fault,medium,2025-04-01 00:42:16
2396,50,engine check,high,2025-04-08 16:15:07
2397,4,engine check,high,2025-04-11 01:57:34
2398,19,engine check,medium,2025-04-05 01:11:01
2399,2,engine check,low,2025-04-02 09:03:30
2400,21,engine check,medium,2025-04-13 12:38:54
2401,47,engine check,low,2025-04-01 21:54:37
2402,12,engine check,low,2025-04-06 06:15:36
2403,42,battery fault,high,2025-04-10 06:21:53
2404,5,low tire pressure,medium,2025-04-15 10:01:40
2405,40,battery fault,low,2025-04-08 13:01:27
2406,37,battery fault,medium,2025-04-07 06:01:48
2407,13,low tire pressure,high,2025-04-08 13:20:22
2408,32,engine check,medium,2025-04-02 15:35:07
2409,3,engine check,medium,2025-04-15 04:49:08
2410,37,battery fault,medium,2025-04-11 23:06:35
2411,9,low tire pressure,high,2025-04-05 21:16:05
2412,17,low tire pressure,low,2025-04-08 04:05:04
2413,46,engine check,medium,2025-04-02 23:50:13
2414,36,engine check,low,2025-04-08 21:30:28
2415,36,engine check,high,2025-04-09 01:44:18
2416,7,engine check,low,2025-04-04 13:59:30
2417,36,engine check,high,2025-04-12 05:08:37
2418,1,battery fault,medium,2025-04-14 04:34:01
2419,27,low tire pressure,medium,2025-04-13 05:19:32
2420,34,low tire pressure,medium,2025-04-06 21:54:04
2421,22,low tire pressure,medium,2025-04-17 15:21:43
2422,8,engine check,medium,2025-04-10 12:35:39
2423,18,low tire pressure,low,2025-04-13 08:03:04
2424,49,engine check,medium,2025-04-01 10:43:28
2425,44,battery fault,low,2025-04-10 16:08:10
2426,50,battery fault,low,2025-04-11 07:10:25
2427,6,battery fault,low,2025-04-11 23:22:24
2428,20,battery fault,low,2025-04-09 05:37:11
2429,22,low tire pressure,high,2025-04-15 08:36:09
2430,1,low tire pressure,low,2025-04-04 17:33:26
2431,20,engine check,high,2025-04-03 14:35:06
2432,37,engine check,low,2025-04-06 12:27:38
2433,36,engine check,medium,2025-04-08 01:07:53
2434,19,engine check,high,2025-04-14 17:39:29
2435,30,battery fault,high,2025-04-08 02:36:51
2436,31,low tire pressure,medium,2025-04-14 04:10:22
2437,2,engine check,high,2025-04-14 21:19:07
2438,24,engine check,medium,2025-04-01 03:10:06
2439,44,low tire pressure,low,2025-04-04 08:12:03
2440,15,battery fault,medium,2025-04-06 06:02:17
2441,11,engine check,high,2025-04-16 15:20:40
2442,42,battery fault,low,2025-04-12 02:34:17
2443,24,low tire pressure,medium,2025-04-16 23:10:52
2444,46,battery fault,medium,2025-04-11 09:31:40
2445,22,low tire pressure,medium,2025-04-09 16:46:13
2446,6,low tire pressure,low,2025-04-02 10:32:18
2447,29,engine check,low,2025-04-09 21:36:39
2448,35,engine check,high,2025-04-01 04:02:57
2449,26,low tire pressure,low,2025-04-10 00:19:32
2450,39,low tire pressure,high,2025-04-05 15:14:02
2451,50,engine check,medium,2025-04-06 01:39:11
2452,29,engine check,high,2025-04-04 00:49:33
2453,2,engine check,medium,2025-04-16 03:21:07
2454,3,engine check,medium,2025-04-04 11:06:17
2455,3,low tire pressure,low,2025-04-01 06:16:29
2456,14,engine check,low,2025-04-13 11:13:37
2457,30,battery fault,high,2025-04-10 13:41:05
2458,33,engine check,low,2025-04-06 12:40:08
2459,18,engine check,high,2025-04-16 18:10:36
2460,40,battery fault,medium,2025-04-04 21:31:51
2461,28,engine check,low,2025-04-07 11:55:38
2462,19,battery fault,low,2025-04-17 07:16:40
2463,34,battery fault,high,2025-04-10 02:16:49
2464,17,engine check,high,2025-04-03 14:30:53
2465,44,low tire pressure,high,2025-04-07 22:45:06
2466,42,low tire pressure,medium,2025-04-03 03:50:45
2467,13,battery fault,medium,2025-04-17 17:57:08
2468,35,battery fault,low,2025-04-14 13:05:55
2469,21,battery fault,medium,2025-04-11 05:42:52
2470,10,engine check,low,2025-04-06 18:59:17
2471,26,engine check,medium,2025-04-14 04:36:07
2472,25,battery fault,low,2025-04-03 12:13:13
2473,49,engine check,low,2025-04-08 06:37:52
2474,39,battery fault,high,2025-04-10 00:56:42
2475,1,engine check,medium,2025-04-06 05:28:39
2476,47,low tire pressure,low,2025-04-04 11:39:17
2477,18,low tire pressure,low,2025-04-12 15:58:23
2478,29,engine check,low,2025-04-12 06:31:46
2479,40,low tire pressure,medium,2025-04-13 04:00:11
2480,11,engine check,high,2025-04-05 12:17:21
2481,43,battery fault,high,2025-04-04 06:41:14
2482,2,engine check,medium,2025-04-16 13:12:11
2483,2,low tire pressure,high,2025-04-12 12:23:33
2484,13,battery fault,low,2025-04-14 23:53:34
2485,5,battery fault,medium,2025-04-14 06:47:15
2486,32,engine check,medium,2025-04-02 03:40:59
2487,36,low tire pressure,medium,2025-04-12 12:13:09
2488,5,battery fault,high,2025-04-11 22:34:03
2489,21,low tire pressure,medium,2025-04-17 18:21:08
2490,21,engine check,low,2025-04-17 15:46:32
2491,31,battery fault,low,2025-04-17 00:44:03
2492,3,low tire pressure,high,2025-04-05 17:02:41
2493,46,low tire pressure,high,2025-04-11 10:56:58
2494,44,low tire pressure,medium,2025-04-03 19:04:31
2495,27,battery fault,low,2025-04-03 19:04:27
2496,12,low tire pressure,low,2025-04-07 10:31:48
2497,42,low tire pressure,low,2025-04-09 04:26:09
2498,48,low tire pressure,low,2025-04-06 06:43:46
2499,34,low tire pressure,low,2025-04-14 11:39:38
2500,48,engine check,medium,2025-04-12 17:51:04
2501,29,battery fault,medium,2025-04-14 07:38:10
2502,21,engine check,high,2025-04-06 02:49:33
2503,11,engine check,low,2025-04-09 12:46:43
2504,43,battery fault,low,2025-04-08 18:35:19
2505,31,battery fault,high,2025-04-04 13:57:55
2506,36,engine check,medium,2025-04-07 20:01:41
2507,31,engine check,high,2025-04-01 14:34:23
2508,20,battery fault,medium,2025-04-02 14:45:13
2509,37,battery fault,medium,2025-04-09 18:39:17
2510,19,engine check,low,2025-04-07 22:46:37
2511,9,engine check,low,2025-04-11 23:59:48
2512,41,engine check,high,2025-04-14 10:23:11
2513,37,engine check,low,2025-04-01 23:05:43
2514,21,engine check,high,2025-04-04 14:36:58
2515,26,low tire pressure,high,2025-04-14 22:05:08
2516,6,engine check,medium,2025-04-05 20:04:43
2517,41,battery fault,low,2025-04-11 04:34:42
2518,36,battery fault,medium,2025-04-10 05:09:36
2519,30,battery fault,medium,2025-04-06 07:41:29
2520,28,low tire pressure,low,2025-04-02 17:48:26
2521,9,battery fault,high,2025-04-14 17:31:09
2522,39,engine check,medium,2025-04-16 18:35:20
2523,49,battery fault,medium,2025-04-09 23:59:00
2524,34,battery fault,low,2025-04-09 12:37:35
2525,28,engine check,high,2025-04-07 13:06:26
2526,10,engine check,medium,2025-04-08 04:09:54
2527,49,engine check,low,2025-04-03 23:03:43
2528,38,battery fault,medium,2025-04-15 07:46:59
2529,40,low tire pressure,low,2025-04-07 15:44:18
2530,13,engine check,high,2025-04-05 22:28:47
2531,17,battery fault,high,2025-04-09 22:41:41
2532,8,engine check,high,2025-04-07 11:01:01
2533,13,engine check,medium,2025-04-11 16:53:37
2534,17,battery fault,medium,2025-04-10 05:42:15
2535,34,battery fault,high,2025-04-17 09:48:25
2536,38,battery fault,medium,2025-04-07 23:53:44
2537,43,battery fault,high,2025-04-03 07:14:20
2538,25,low tire pressure,high,2025-04-13 02:09:53
2539,44,battery fault,medium,2025-04-07 23:06:48
2540,44,engine check,high,2025-04-15 05:50:43
2541,46,low tire pressure,high,2025-04-14 02:17:38
2542,14,low tire pressure,medium,2025-04-04 20:32:48
2543,44,low tire pressure,medium,2025-04-10 08:36:53
2544,17,low tire pressure,low,2025-04-08 11:27:50
2545,44,engine check,high,2025-04-07 22:25:25
2546,5,battery fault,high,2025-04-04 01:47:59
2547,22,engine check,low,2025-04-01 13:44:16
2548,8,low tire pressure,low,2025-04-12 03:07:33
2549,21,battery fault,low,2025-04-10 02:35:38
2550,17,low tire pressure,medium,2025-04-06 16:36:29
2551,34,low tire pressure,high,2025-04-16 03:36:58
2552,4,low tire pressure,low,2025-04-05 21:43:17
2553,30,engine check,high,2025-04-07 05:14:15
2554,3,engine check,low,2025-04-01 01:55:18
2555,30,battery fault,low,2025-04-11 14:33:14
2556,5,low tire pressure,high,2025-04-08 00:21:02
2557,21,low tire pressure,medium,2025-04-16 20:11:17
2558,17,battery fault,high,2025-04-14 02:15:45
2559,41,low tire pressure,high,2025-04-04 17:03:31
2560,4,battery fault,high,2025-04-07 04:06:39
2561,47,battery fault,low,2025-04-04 11:43:25
2562,9,low tire pressure,low,2025-04-11 06:08:14
2563,23,engine check,low,2025-04-12 04:12:19
2564,14,battery fault,low,2025-04-03 12:49:26
2565,31,low tire pressure,high,2025-04-13 05:47:02
2566,37,battery fault,high,2025-04-09 06:45:14
2567,26,low tire pressure,high,2025-04-05 01:40:01
2568,16,engine check,medium,2025-04-08 16:38:35
2569,4,battery fault,high,2025-04-17 12:21:26
2570,24,low tire pressure,low,2025-04-03 21:53:52
2571,29,engine check,low,2025-04-15 22:35:21
2572,48,low tire pressure,low,2025-04-01 15:45:35
2573,19,engine check,low,2025-04-01 15:50:39
2574,41,battery fault,high,2025-04-15 18:31:16
2575,19,battery fault,low,2025-04-17 01:30:07
2576,45,battery fault,medium,2025-04-01 12:00:59
2577,1,low tire pressure,low,2025-04-16 12:16:22
2578,34,battery fault,high,2025-04-08 13:03:12
2579,8,engine check,low,2025-04-10 03:55:19
2580,28,low tire pressure,high,2025-04-11 18:33:30
2581,12,engine check,low,2025-04-04 15:07:41
2582,44,battery fault,medium,2025-04-06 11:51:39
2583,29,low tire pressure,medium,2025-04-09 16:46:26
2584,40,low tire pressure,high,2025-04-02 09:50:29
2585,44,engine check,low,2025-04-01 10:12:27
2586,12,engine check,low,2025-04-12 08:49:02
