telemetry_id,vehicle_id,timestamp,speed_kmh,charge_level,battery_temp,latitude,longitude,errors
10987,2,2025-04-03 06:01:59,94.39,47.75,33.31,42.437432,-78.620456,
10988,44,2025-04-13 07:05:13,34.54,28.93,37.72,42.204182,-78.836819,
10989,15,2025-04-14 09:55:49,53.36,98.96,30.87,42.185304,-78.469416,overheat
10990,39,2025-04-05 22:36:21,98.79,31.95,26.91,42.295631,-78.600048,overheat
10991,19,2025-04-11 01:17:39,48.54,94.92,37.65,42.492252,-78.426033,overheat
10992,36,2025-04-12 00:55:07,88.82,62.3,35.83,42.028224,-78.810955,low_battery
10993,25,2025-04-07 22:04:24,57.12,37.3,25.35,42.397651,-78.789023,overheat
10994,7,2025-04-16 00:26:43,53.57,34.92,30.42,42.172346,-78.441208,
10995,38,2025-04-07 19:20:22,33.6,26.11,32.76,42.140911,-78.8829,
10996,28,2025-04-17 19:48:07,62.07,59.44,40.44,42.12132,-78.657939,low_battery
10997,41,2025-04-03 23:54:12,40.43,90.03,44.3,42.495694,-78.724398,overheat
10998,36,2025-04-16 13:37:33,54.94,81.8,44.2,42.222155,-78.535259,overheat
10999,40,2025-04-06 12:50:13,85.78,80.6,26.82,42.174774,-78.860832,overheat
11000,19,2025-04-16 21:18:57,48.19,50.55,30.98,42.117496,-78.563499,low_battery
11001,2,2025-04-03 21:23:30,25.07,30.26,40.28,42.402798,-78.854072,
11002,34,2025-04-05 20:23:24,30.26,91.85,28.36,42.271581,-78.557917,overheat
11003,42,2025-04-17 15:06:04,24.99,34.49,44.27,42.462446,-78.425162,low_battery
11004,21,2025-04-05 19:21:43,58.73,68.59,31.53,42.262361,-78.459258,overheat
11005,33,2025-04-08 15:50:34,81.35,50.98,31.36,42.472164,-78.633098,overheat
11006,49,2025-04-15 16:14:30,35.7,58.93,30.78,42.117561,-78.858112,
11007,35,2025-04-11 19:48:34,72.07,67.53,40.75,42.394246,-78.524093,low_battery
11008,38,2025-04-06 08:24:00,76.11,88.55,38.01,42.083532,-78.675228,overheat
11009,13,2025-04-16 16:31:15,23.85,53.5,44.85,42.204293,-78.669796,
11010,30,2025-04-16 16:09:31,52.21,41.1,34.9,42.133145,-78.703745,low_battery
11011,50,2025-04-04 13:41:09,67.96,73.12,39.54,42.272141,-78.556538,overheat
11012,3,2025-04-09 13:55:29,68.07,96.08,28.62,42.111419,-78.653521,low_battery
11013,9,2025-04-01 01:40:20,90.95,92.82,34.29,42.481477,-78.846565,overheat
11014,29,2025-04-14 19:10:47,47.38,97.57,31.83,42.393086,-78.888231,low_battery
11015,3,2025-04-14 14:43:34,80.05,82.66,31.33,42.355732,-78.756169,
11016,19,2025-04-06 14:40:07,27.47,34.45,34.99,42.301073,-78.442789,overheat
11017,29,2025-04-03 23:45:45,51.26,68.18,32.95,42.16913,-78.700043,low_battery
11018,3,2025-04-04 21:16:50,27.11,90.28,29.1,42.064609,-78.496067,low_battery
11019,2,2025-04-08 08:54:09,21.21,80.36,38.54,42.086976,-78.653024,low_battery
11020,22,2025-04-03 15:06:08,49.85,83.69,43.98,42.467917,-78.686487,
11021,44,2025-04-04 13:21:00,23.72,73.35,37.72,42.439287,-78.860669,overheat
11022,32,2025-04-17 09:51:53,49.97,34.38,28.72,42.131773,-78.454416,
11023,18,2025-04-04 06:06:20,73.44,45.45,41.05,42.225442,-78.546873,overheat
11024,15,2025-04-08 17:13:17,81.0,41.74,25.55,42.462726,-78.563355,
11025,17,2025-04-07 20:14:35,43.78,96.73,34.83,42.305293,-78.799682,
11026,8,2025-04-01 10:17:23,73.4,97.76,42.41,42.426627,-78.763599,
11027,35,2025-04-14 08:56:33,47.85,65.13,43.58,42.098794,-78.5906,low_battery
11028,49,2025-04-10 18:01:50,63.13,66.39,40.91,42.021796,-78.841849,low_battery
11029,14,2025-04-12 12:53:04,97.39,87.54,28.83,42.450185,-78.796435,low_battery
11030,30,2025-04-10 15:09:07,61.9,79.77,36.07,42.370462,-78.869021,low_battery
11031,48,2025-04-07 09:36:23,34.64,68.15,32.74,42.350814,-78.588527,low_battery
11032,50,2025-04-07 06:27:55,46.13,54.75,40.28,42.139554,-78.553382,overheat
11033,17,2025-04-07 03:52:54,73.41,32.49,42.0,42.379844,-78.48177,
11034,13,2025-04-16 05:35:25,57.96,71.82,37.83,42.465589,-78.455969,low_battery
11035,18,2025-04-09 00:24:25,31.0,78.68,34.95,42.493868,-78.469626,
11036,12,2025-04-14 20:06:27,79.45,95.28,28.13,42.420744,-78.716977,low_battery
11037,37,2025-04-11 14:14:31,56.11,73.98,36.29,42.10053,-78.422085,overheat
11038,49,2025-04-09 06:38:08,73.45,22.53,33.85,42.350233,-78.53552,overheat
11039,31,2025-04-17 16:26:40,82.04,64.12,40.54,42.005675,-78.812441,
11040,43,2025-04-06 08:59:46,50.92,55.06,28.07,42.158336,-78.804496,overheat
11041,6,2025-04-14 08:34:01,48.2,40.24,36.93,42.228452,-78.88503,low_battery
11042,4,2025-04-07 09:33:56,82.89,87.39,35.68,42.346608,-78.424529,overheat
11043,18,2025-04-17 11:31:15,26.62,66.72,41.94,42.128914,-78.401697,overheat
11044,15,2025-04-15 04:27:37,33.58,90.99,32.43,42.181363,-78.560271,
11045,50,2025-04-17 22:25:23,81.71,49.74,29.31,42.423563,-78.658756,low_battery
11046,41,2025-04-05 18:47:58,85.14,40.9,38.71,42.222726,-78.470339,overheat
11047,17,2025-04-13 14:20:59,56.54,23.98,34.84,42.040089,-78.524361,overheat
11048,32,2025-04-14 08:12:25,70.62,61.62,42.01,42.393583,-78.710237,overheat
11049,17,2025-04-09 18:21:00,52.33,98.23,30.66,42.418572,-78.738137,low_battery
11050,2,2025-04-12 11:09:31,38.39,21.79,32.13,42.028504,-78.475785,low_battery
11051,22,2025-04-06 19:25:14,72.68,90.03,28.43,42.004667,-78.50264,overheat
11052,31,2025-04-01 23:24:13,64.3,55.67,29.23,42.161668,-78.652633,low_battery
11053,31,2025-04-09 11:42:04,39.26,42.7,43.9,42.048526,-78.462162,
11054,17,2025-04-15 23:36:44,82.32,99.98,44.96,42.050464,-78.662461,overheat
11055,49,2025-04-01 02:46:14,86.23,91.1,26.46,42.19181,-78.877007,overheat
11056,43,2025-04-15 00:21:37,66.81,75.51,44.42,42.043895,-78.706856,
11057,33,2025-04-07 10:56:46,54.75,93.54,28.24,42.310191,-78.786171,overheat
11058,28,2025-04-15 14:16:24,28.74,50.52,34.56,42.162402,-78.8892,
11059,1,2025-04-05 14:27:07,85.17,88.15,28.07,42.13217,-78.820482,low_battery
11060,40,2025-04-04 16:10:26,71.71,71.6,39.92,42.116469,-78.737181,overheat
11061,17,2025-04-07 13:57:15,25.57,91.4,38.45,42.15271,-78.479814,overheat
11062,8,2025-04-02 14:17:31,65.22,90.62,36.11,42.237247,-78.802396,
11063,41,2025-04-09 09:57:33,82.65,99.24,41.17,42.417602,-78.811753,
11064,29,2025-04-01 04:36:39,21.19,79.25,35.01,42.463182,-78.488331,
11065,20,2025-04-02 17:07:48,69.32,82.73,39.31,42.221189,-78.601156,overheat
11066,5,2025-04-04 12:14:20,29.36,72.45,26.29,42.220229,-78.670894,
11067,11,2025-04-13 10:43:38,51.53,64.78,32.11,42.481487,-78.516216,
11068,9,2025-04-05 12:07:36,83.07,44.47,44.41,42.078458,-78.638476,overheat
11069,49,2025-04-01 22:32:30,51.61,45.47,37.26,42.275363,-78.428209,
11070,30,2025-04-04 17:10:14,47.47,69.69,34.43,42.415021,-78.664651,low_battery
11071,21,2025-04-06 07:55:18,24.13,51.74,37.09,42.132392,-78.625007,
11072,27,2025-04-15 12:52:01,91.01,85.12,26.4,42.048068,-78.450558,
11073,4,2025-04-15 21:16:50,63.63,83.34,37.59,42.421619,-78.578911,overheat
11074,23,2025-04-16 17:24:18,77.76,70.04,28.06,42.228302,-78.791596,
11075,4,2025-04-07 08:38:50,99.77,39.72,37.27,42.290184,-78.698489,overheat
11076,32,2025-04-06 00:47:48,91.01,63.03,42.87,42.107522,-78.528866,low_battery
11077,24,2025-04-14 12:15:33,78.14,71.03,29.32,42.273483,-78.699747,low_battery
11078,15,2025-04-13 14:48:41,80.95,26.54,39.5,42.078543,-78.850321,
11079,19,2025-04-12 07:52:58,46.68,92.03,39.33,42.339841,-78.415194,overheat
11080,15,2025-04-04 03:34:16,74.33,86.21,35.25,42.302331,-78.528102,overheat
11081,33,2025-04-06 08:47:08,80.08,95.41,36.39,42.028454,-78.705215,overheat
11082,37,2025-04-11 16:36:53,40.27,78.58,38.0,42.487172,-78.556001,low_battery
11083,26,2025-04-08 15:55:28,36.34,28.09,32.14,42.321944,-78.690156,overheat
11084,31,2025-04-08 10:54:49,55.82,88.2,40.76,42.432053,-78.638001,
11085,23,2025-04-06 21:50:03,75.49,47.05,35.71,42.227219,-78.474946,overheat
11086,18,2025-04-09 07:25:24,47.03,66.42,37.51,42.481632,-78.489072,overheat
11087,6,2025-04-13 15:13:44,20.86,67.1,28.97,42.411613,-78.609526,overheat
11088,36,2025-04-05 05:22:09,69.82,33.0,35.88,42.025856,-78.864458,overheat
11089,35,2025-04-17 17:06:09,47.55,60.05,39.05,42.019247,-78.72549,low_battery
11090,30,2025-04-16 07:59:40,47.42,65.45,43.42,42.291823,-78.578347,
11091,27,2025-04-14 07:37:41,70.82,73.79,31.35,42.141037,-78.470863,overheat
11092,37,2025-04-17 14:47:02,52.5,59.22,44.23,42.255179,-78.743305,
11093,6,2025-04-12 16:59:39,21.24,32.78,42.51,42.435559,-78.447085,
11094,23,2025-04-17 15:15:14,34.68,63.77,41.19,42.481461,-78.854169,
11095,3,2025-04-17 03:53:39,32.52,69.92,27.66,42.332665,-78.769208,
11096,41,2025-04-14 03:04:36,88.63,66.37,39.48,42.112518,-78.878643,
11097,31,2025-04-13 00:26:45,40.78,57.07,29.69,42.058336,-78.561747,overheat
11098,45,2025-04-17 14:43:34,35.4,68.73,26.32,42.133285,-78.756212,overheat
11099,45,2025-04-04 02:21:03,74.65,27.17,27.52,42.391551,-78.783021,low_battery
11100,49,2025-04-08 02:41:33,63.05,36.4,41.26,42.145582,-78.840419,
11101,15,2025-04-10 10:28:52,23.94,51.91,35.86,42.027006,-78.822634,
11102,43,2025-04-12 10:18:48,77.75,45.63,28.86,42.324651,-78.653567,
11103,48,2025-04-07 21:05:07,31.74,89.76,28.91,42.372631,-78.565439,low_battery
11104,23,2025-04-15 13:43:40,32.27,27.93,29.54,42.455595,-78.854992,overheat
11105,19,2025-04-04 00:36:21,49.71,28.55,28.93,42.170729,-78.878426,overheat
11106,39,2025-04-13 04:11:26,67.45,50.9,42.8,42.167312,-78.885083,low_battery
11107,46,2025-04-04 12:20:00,77.74,87.19,29.45,42.131703,-78.471619,
11108,40,2025-04-10 03:49:03,52.7,61.88,39.51,42.148069,-78.543261,overheat
11109,14,2025-04-10 09:50:31,85.55,31.72,39.84,42.4695,-78.506014,low_battery
11110,22,2025-04-17 18:25:35,44.75,69.76,42.69,42.410743,-78.890945,
11111,23,2025-04-08 01:45:13,96.43,44.76,31.18,42.308164,-78.54749,overheat
11112,5,2025-04-15 08:39:25,99.33,60.81,37.87,42.32461,-78.773686,low_battery
11113,20,2025-04-11 00:04:52,44.0,48.61,42.8,42.09079,-78.79809,
11114,19,2025-04-11 14:05:43,41.59,71.98,37.44,42.017111,-78.436522,overheat
11115,37,2025-04-09 14:23:43,98.8,69.37,40.98,42.287651,-78.762563,low_battery
11116,10,2025-04-16 11:26:06,99.11,47.05,29.45,42.175668,-78.505652,low_battery
11117,37,2025-04-11 11:19:13,23.29,42.01,42.21,42.334451,-78.425534,low_battery
11118,2,2025-04-02 12:14:05,70.08,27.9,44.12,42.357872,-78.790537,overheat
11119,20,2025-04-06 15:56:58,92.08,56.57,42.58,42.065927,-78.455408,
11120,11,2025-04-13 10:18:16,22.51,52.08,27.93,42.378766,-78.865243,overheat
11121,38,2025-04-01 18:25:48,68.96,24.42,36.5,42.251372,-78.847674,overheat
11122,17,2025-04-09 04:29:00,61.5,80.75,39.43,42.046156,-78.824287,overheat
11123,16,2025-04-16 04:31:39,36.54,80.64,26.83,42.42985,-78.525809,
11124,14,2025-04-10 16:40:03,24.38,31.16,33.92,42.088896,-78.460443,
11125,47,2025-04-06 22:40:28,51.15,71.34,37.46,42.400579,-78.749141,
11126,35,2025-04-01 13:51:07,62.85,84.59,33.27,42.090457,-78.708414,low_battery
11127,37,2025-04-03 21:26:50,61.12,27.78,44.91,42.246716,-78.8578,low_battery
11128,14,2025-04-12 06:49:53,57.32,92.92,25.36,42.43428,-78.816578,low_battery
11129,28,2025-04-17 05:33:17,72.08,92.96,25.47,42.062097,-78.782634,
11130,31,2025-04-10 23:17:54,29.82,62.15,29.09,42.348721,-78.612412,
11131,17,2025-04-17 04:18:54,65.05,28.85,33.87,42.241268,-78.869017,overheat
11132,16,2025-04-09 03:44:23,94.9,99.0,30.72,42.103027,-78.504279,overheat
11133,6,2025-04-12 18:50:46,49.09,78.31,33.99,42.365539,-78.520331,
11134,28,2025-04-03 14:58:40,89.42,59.01,33.16,42.469949,-78.694394,
11135,44,2025-04-16 20:01:08,90.63,22.19,44.37,42.21636,-78.412241,
11136,15,2025-04-05 11:18:41,22.75,80.83,29.26,42.17173,-78.75054,low_battery
11137,17,2025-04-03 03:30:44,38.61,84.09,28.05,42.347214,-78.762493,low_battery
11138,12,2025-04-14 23:08:48,57.61,55.01,39.98,42.048898,-78.725045,
11139,33,2025-04-07 20:13:50,22.49,25.0,30.3,42.354185,-78.628212,
11140,19,2025-04-03 08:36:22,89.97,60.04,39.59,42.444505,-78.83904,overheat
11141,26,2025-04-14 21:12:54,59.95,28.86,30.45,42.250319,-78.703905,overheat
11142,35,2025-04-08 02:46:31,28.75,85.7,33.39,42.439824,-78.401024,overheat
11143,37,2025-04-08 19:56:54,52.86,34.56,36.56,42.177674,-78.662211,low_battery
11144,28,2025-04-12 03:15:01,32.07,82.56,28.84,42.359824,-78.505299,
11145,44,2025-04-10 15:12:30,41.5,73.34,34.26,42.303514,-78.450907,
11146,18,2025-04-01 18:51:40,70.09,40.9,27.62,42.243885,-78.419506,overheat
11147,49,2025-04-10 03:36:13,40.19,96.27,29.72,42.356441,-78.535491,
11148,42,2025-04-06 13:36:55,90.7,49.52,43.01,42.494289,-78.430915,
11149,34,2025-04-15 08:19:50,56.23,43.88,37.26,42.214886,-78.79663,overheat
11150,45,2025-04-13 05:23:05,34.62,79.27,25.03,42.252253,-78.414833,
11151,49,2025-04-10 21:04:50,76.95,28.58,43.13,42.328521,-78.411652,
11152,17,2025-04-10 07:01:03,70.81,73.17,25.4,42.118253,-78.537204,overheat
11153,18,2025-04-12 14:50:04,40.53,98.07,31.96,42.42724,-78.784923,overheat
11154,22,2025-04-06 22:06:09,40.4,82.95,34.77,42.050701,-78.536063,overheat
11155,8,2025-04-05 17:08:42,94.66,62.06,36.7,42.028975,-78.670171,low_battery
11156,47,2025-04-08 12:22:58,50.15,82.06,35.1,42.404744,-78.596985,overheat
11157,7,2025-04-02 22:01:47,35.32,20.69,26.62,42.397058,-78.720871,low_battery
11158,19,2025-04-01 11:31:29,37.75,50.47,44.47,42.009728,-78.563808,overheat
11159,46,2025-04-10 14:28:32,87.48,89.14,40.62,42.357011,-78.561312,overheat
11160,24,2025-04-03 13:37:17,35.19,96.46,43.07,42.215833,-78.821772,low_battery
11161,13,2025-04-04 14:38:35,98.69,44.94,30.3,42.136036,-78.769126,
11162,48,2025-04-01 04:58:49,72.95,77.97,27.43,42.343754,-78.475555,overheat
11163,41,2025-04-16 11:47:27,24.89,37.51,29.8,42.207125,-78.495344,overheat
11164,5,2025-04-17 00:18:08,85.99,32.9,36.61,42.420353,-78.582514,
11165,1,2025-04-09 18:29:05,84.12,34.54,27.73,42.231809,-78.699488,overheat
11166,1,2025-04-07 16:34:32,71.08,85.6,44.07,42.317465,-78.735115,low_battery
11167,36,2025-04-08 10:54:40,89.21,94.94,44.06,42.046296,-78.737029,low_battery
11168,34,2025-04-08 13:11:36,68.05,70.62,32.86,42.040469,-78.618475,
11169,18,2025-04-14 09:49:55,49.34,84.6,41.94,42.292289,-78.706375,
11170,30,2025-04-15 18:58:08,67.83,25.48,25.57,42.302647,-78.41175,low_battery
11171,48,2025-04-17 17:09:23,27.1,46.44,37.67,42.393232,-78.801712,overheat
11172,6,2025-04-05 18:30:52,55.18,78.98,32.73,42.40656,-78.458626,overheat
11173,9,2025-04-01 07:19:32,26.68,31.72,39.13,42.187417,-78.898807,low_battery
11174,38,2025-04-03 00:55:35,24.64,80.16,43.3,42.016893,-78.699584,overheat
11175,42,2025-04-06 19:43:23,58.14,69.98,36.68,42.361532,-78.72311,low_battery
11176,11,2025-04-03 15:25:57,89.46,28.18,42.75,42.054742,-78.482732,
11177,5,2025-04-13 18:56:40,93.35,20.78,26.31,42.357242,-78.73032,overheat
11178,12,2025-04-09 00:45:53,98.79,86.79,27.27,42.28779,-78.761443,
11179,38,2025-04-16 02:57:16,66.07,52.81,37.02,42.331768,-78.668176,overheat
11180,31,2025-04-16 16:01:25,41.42,99.98,26.19,42.365038,-78.808178,
11181,41,2025-04-01 22:00:31,47.23,87.32,41.41,42.048782,-78.544894,overheat
11182,2,2025-04-06 13:18:17,45.95,58.17,38.89,42.324554,-78.862716,
11183,33,2025-04-01 11:56:31,64.91,95.11,36.38,42.446098,-78.696193,low_battery
11184,43,2025-04-02 23:58:24,47.79,44.26,31.71,42.312317,-78.887506,overheat
11185,14,2025-04-11 19:45:21,75.24,90.0,38.4,42.1069,-78.88401,overheat
11186,23,2025-04-10 09:39:10,71.62,85.37,37.66,42.492597,-78.8214,overheat
11187,43,2025-04-04 03:40:33,35.47,91.29,42.88,42.465195,-78.531238,low_battery
11188,50,2025-04-02 20:16:18,74.76,69.64,35.01,42.115699,-78.808783,
11189,12,2025-04-08 15:39:19,67.85,95.92,43.94,42.478781,-78.452707,overheat
11190,31,2025-04-06 17:25:32,91.21,61.37,29.76,42.276038,-78.737987,
11191,39,2025-04-05 14:28:41,66.97,29.27,37.14,42.049621,-78.713925,
11192,30,2025-04-07 00:27:57,87.06,49.16,35.38,42.43433,-78.533263,low_battery
11193,10,2025-04-08 01:38:23,40.97,22.27,39.26,42.430108,-78.713472,
11194,34,2025-04-03 00:55:50,55.59,67.11,40.42,42.075522,-78.744581,overheat
11195,21,2025-04-07 00:48:27,32.07,76.11,43.09,42.149763,-78.474836,
11196,44,2025-04-05 08:30:23,32.26,20.33,25.96,42.1718,-78.835412,overheat
11197,9,2025-04-03 19:51:57,22.46,89.01,40.47,42.128514,-78.750715,low_battery
11198,1,2025-04-02 09:08:22,43.44,22.21,39.42,42.102617,-78.655197,low_battery
11199,4,2025-04-10 06:49:33,32.84,37.8,36.0,42.296535,-78.690622,low_battery
11200,8,2025-04-10 16:09:28,68.42,95.09,26.13,42.305601,-78.891692,
11201,4,2025-04-11 11:00:35,73.47,59.39,42.94,42.101534,-78.759967,
11202,19,2025-04-06 15:08:41,56.47,44.78,27.5,42.24697,-78.485819,overheat
11203,31,2025-04-10 07:54:01,47.73,30.01,31.55,42.024227,-78.722138,low_battery
11204,7,2025-04-13 16:07:10,44.85,87.84,41.29,42.184491,-78.544907,overheat
11205,23,2025-04-03 10:14:18,22.11,94.86,28.23,42.085855,-78.690279,
11206,11,2025-04-02 22:58:31,84.8,76.74,38.17,42.398516,-78.816678,low_battery
11207,1,2025-04-11 08:06:04,74.67,60.99,43.66,42.481906,-78.516511,overheat
11208,40,2025-04-16 07:40:03,25.28,20.49,29.01,42.327882,-78.60566,
11209,6,2025-04-17 21:29:05,62.19,50.15,25.6,42.353767,-78.571284,low_battery
11210,42,2025-04-01 11:47:59,96.73,97.67,42.42,42.290841,-78.737411,
11211,3,2025-04-13 15:13:31,62.5,78.71,38.73,42.245741,-78.731515,
11212,18,2025-04-09 20:48:27,32.43,97.49,40.18,42.299118,-78.584286,low_battery
11213,39,2025-04-01 23:11:26,68.25,55.77,25.92,42.26327,-78.698556,
11214,15,2025-04-09 20:58:32,25.92,45.94,30.98,42.023896,-78.664956,low_battery
11215,10,2025-04-16 00:24:55,36.66,58.16,28.23,42.280719,-78.757021,low_battery
11216,10,2025-04-04 19:15:41,49.61,37.3,35.25,42.450054,-78.673195,
11217,37,2025-04-13 22:31:20,28.03,90.89,38.69,42.033049,-78.502019,overheat
11218,37,2025-04-04 18:43:22,69.59,81.43,37.98,42.260635,-78.892415,low_battery
11219,17,2025-04-05 01:42:04,57.01,38.05,29.27,42.037989,-78.728997,overheat
11220,11,2025-04-08 12:12:12,96.28,59.28,36.43,42.458072,-78.464142,overheat
11221,24,2025-04-06 05:49:25,22.93,81.22,35.86,42.308738,-78.748587,low_battery
11222,32,2025-04-17 16:23:28,23.13,24.81,34.08,42.003839,-78.82835,
11223,23,2025-04-06 18:26:17,76.02,76.66,39.52,42.382824,-78.827701,low_battery
11224,47,2025-04-05 19:32:39,79.37,84.51,42.43,42.180662,-78.682948,overheat
11225,37,2025-04-08 03:21:02,86.6,25.43,29.23,42.175616,-78.816043,overheat
11226,34,2025-04-05 03:00:53,78.46,67.16,26.84,42.468059,-78.569218,overheat
11227,26,2025-04-17 15:07:01,47.04,56.86,41.74,42.417657,-78.869902,overheat
11228,24,2025-04-09 04:15:46,47.48,93.34,30.68,42.454606,-78.507937,
11229,24,2025-04-06 11:26:12,64.29,38.35,39.21,42.206348,-78.628622,low_battery
11230,10,2025-04-01 10:10:44,60.67,25.64,35.08,42.445425,-78.716462,
11231,27,2025-04-16 15:05:19,93.51,32.67,27.45,42.138772,-78.795923,low_battery
11232,23,2025-04-06 22:10:48,41.46,45.46,27.5,42.141653,-78.818337,overheat
11233,48,2025-04-13 05:46:49,54.16,22.9,35.99,42.373602,-78.835503,
11234,42,2025-04-04 08:48:50,57.47,20.87,39.0,42.38487,-78.439206,
11235,9,2025-04-02 19:33:03,35.85,29.04,35.29,42.004738,-78.438144,overheat
11236,11,2025-04-10 04:42:01,98.38,63.92,27.35,42.45505,-78.681283,low_battery
11237,3,2025-04-14 07:09:51,72.67,33.45,37.95,42.393049,-78.427388,
11238,44,2025-04-03 16:48:46,23.33,74.01,37.25,42.262505,-78.462817,low_battery
11239,33,2025-04-11 16:38:11,51.33,20.47,44.13,42.173152,-78.719723,
11240,27,2025-04-17 10:51:22,66.16,74.61,39.88,42.008156,-78.775765,overheat
11241,23,2025-04-08 00:06:35,76.5,67.25,43.26,42.345597,-78.86889,
11242,29,2025-04-02 11:20:14,45.78,74.91,34.83,42.357941,-78.438244,overheat
11243,13,2025-04-15 11:31:08,47.02,31.84,39.27,42.293571,-78.592337,
11244,26,2025-04-09 19:22:06,56.28,94.68,27.23,42.194368,-78.541002,low_battery
11245,4,2025-04-11 05:18:58,21.78,24.45,37.34,42.341382,-78.514779,
11246,41,2025-04-09 19:46:11,92.7,23.11,39.21,42.447116,-78.837187,overheat
11247,31,2025-04-04 18:16:28,23.39,65.7,29.77,42.387227,-78.553786,
11248,14,2025-04-06 13:34:09,27.91,93.32,26.83,42.49315,-78.683118,
11249,33,2025-04-07 07:08:19,63.77,33.59,33.06,42.161142,-78.728826,overheat
11250,34,2025-04-17 03:30:50,35.44,64.43,32.35,42.461986,-78.515328,overheat
11251,28,2025-04-16 01:24:10,97.39,55.26,44.08,42.091216,-78.704408,
11252,13,2025-04-17 21:13:29,52.92,66.08,40.61,42.169189,-78.666647,low_battery
11253,5,2025-04-09 23:42:44,28.87,61.71,42.26,42.48443,-78.689667,low_battery
11254,40,2025-04-06 00:13:49,67.95,41.55,44.61,42.350793,-78.412149,overheat
11255,7,2025-04-16 11:51:02,79.31,80.57,35.84,42.1894,-78.523544,low_battery
11256,38,2025-04-05 04:12:16,98.42,70.19,41.07,42.32029,-78.59471,
11257,43,2025-04-05 08:21:27,63.13,90.16,42.47,42.086426,-78.53933,low_battery
11258,45,2025-04-14 23:11:33,43.82,63.73,36.18,42.211707,-78.697439,
11259,44,2025-04-01 07:45:34,44.6,38.47,39.01,42.381844,-78.654644,low_battery
11260,19,2025-04-04 03:52:39,38.38,92.98,26.96,42.083424,-78.593562,
11261,32,2025-04-01 13:28:23,73.89,49.53,35.02,42.233206,-78.89304,
11262,18,2025-04-11 04:02:51,62.37,81.32,30.35,42.352439,-78.746044,
11263,22,2025-04-02 05:08:12,84.39,23.5,28.13,42.232267,-78.715179,overheat
11264,37,2025-04-13 18:22:01,63.69,98.09,33.88,42.073227,-78.488955,overheat
11265,5,2025-04-16 22:36:59,31.29,69.23,37.15,42.278457,-78.67112,overheat
11266,44,2025-04-04 08:35:16,90.72,56.12,27.97,42.116867,-78.876096,
11267,3,2025-04-06 14:52:47,50.69,82.19,28.6,42.358403,-78.444871,low_battery
11268,22,2025-04-05 09:38:37,36.08,26.98,32.27,42.255475,-78.702845,low_battery
11269,49,2025-04-02 12:50:24,48.07,91.11,29.13,42.07864,-78.720515,overheat
11270,18,2025-04-02 13:05:47,60.64,61.86,28.2,42.406105,-78.678402,
11271,26,2025-04-02 08:58:08,21.89,94.78,28.78,42.332799,-78.730494,low_battery
11272,1,2025-04-15 05:10:59,68.63,28.8,29.59,42.243087,-78.658414,overheat
11273,13,2025-04-02 17:13:59,37.16,87.41,38.74,42.290305,-78.755551,overheat
11274,16,2025-04-02 21:53:03,30.6,69.61,40.51,42.422248,-78.703617,low_battery
11275,27,2025-04-14 03:30:27,55.93,78.59,36.16,42.120917,-78.483706,overheat
11276,48,2025-04-16 00:18:57,78.5,67.49,29.89,42.117194,-78.538169,low_battery
11277,50,2025-04-02 00:30:35,83.62,92.33,42.92,42.050528,-78.863774,low_battery
11278,9,2025-04-17 14:58:58,56.6,76.38,35.25,42.058197,-78.42821,overheat
11279,50,2025-04-08 20:52:19,42.62,27.13,40.78,42.4274,-78.669974,overheat
11280,31,2025-04-01 21:15:05,93.58,43.56,44.97,42.435365,-78.741657,overheat
11281,20,2025-04-02 19:58:04,57.12,20.69,42.98,42.081885,-78.718495,low_battery
11282,4,2025-04-07 01:56:03,46.52,28.02,29.75,42.114413,-78.601859,overheat
11283,7,2025-04-14 18:37:33,23.61,83.63,43.8,42.046764,-78.893843,overheat
11284,40,2025-04-02 10:49:00,68.65,32.48,33.35,42.229194,-78.41084,
11285,6,2025-04-01 04:11:54,70.39,70.23,40.6,42.061864,-78.423898,low_battery
11286,47,2025-04-07 01:47:04,74.21,51.27,35.01,42.400136,-78.611157,
11287,15,2025-04-13 15:30:29,37.28,58.93,36.19,42.13175,-78.446913,
11288,29,2025-04-16 00:23:24,91.81,76.97,26.39,42.061197,-78.885586,overheat
11289,10,2025-04-02 07:13:53,60.11,81.58,26.05,42.23098,-78.786717,low_battery
11290,5,2025-04-04 09:29:34,41.93,30.44,30.03,42.059529,-78.754486,
11291,7,2025-04-17 01:03:43,62.37,67.4,40.5,42.002525,-78.417364,overheat
11292,7,2025-04-07 12:49:18,26.45,72.17,27.04,42.082606,-78.5115,overheat
11293,6,2025-04-02 05:53:59,48.35,79.16,34.02,42.239964,-78.492734,low_battery
11294,8,2025-04-01 23:41:53,39.28,29.18,41.28,42.34541,-78.782843,low_battery
11295,6,2025-04-10 19:03:58,99.67,71.55,40.17,42.363859,-78.457269,overheat
11296,22,2025-04-02 10:45:42,90.68,62.22,31.84,42.443523,-78.565427,low_battery
11297,46,2025-04-14 10:48:14,58.43,93.32,30.01,42.072685,-78.808842,low_battery
11298,30,2025-04-10 02:41:43,84.41,37.6,32.92,42.060421,-78.482536,low_battery
11299,11,2025-04-08 06:36:00,91.97,22.74,34.38,42.482597,-78.58635,
11300,34,2025-04-13 20:21:24,35.99,85.41,42.82,42.281129,-78.698022,low_battery
11301,33,2025-04-07 06:10:42,99.23,54.02,43.4,42.065168,-78.851216,overheat
